Record_ID	host_species	host_class	host_superorder	host_order	host_family	host_genus	record_id	organism	target_datatype	target_version	target_name	scaffold	orientation	extract_start	extract_end	assigned_name	locus_numeric_id	subject_start	subject_end	query_start	query_end	align_len	bitscore	identity	evalue_num	evalue_exp	gap_openings	mismatches	locus_structure	sequence_length
116	Empidonax_traillii	Aves	Neognathae	Passeriformes	Tyrannidae	Empidonax	27812	Empidonax_traillii	low_coverage	GCA_003031625	GCA_003031625.1_ASM303162v1_genomic.fna	PWAB01000205.1	+	166706	167673	dependo.166-passeriformes	166	80	277	378	968	202	221	62.871	4.99	73	4	0	VP[dependo.XX-Tonatia(+)]	968
103	Manacus_vitellinus	Aves	Neognathae	Passeriformes	Pipridae	Manacus	27766	Manacus_vitellinus	low_coverage	28/10/2011	Manacus_vitellinus.scaf.noBacterial.fa	scaffold270	-	152406	153310	dependo.166-passeriformes	166	80	257	384	902	182	206	64.286	4.48	67	5	0	VP[dependo.XX-Tonatia(-)]	905
231	Lepidothrix_coronata	Aves	Neognathae	Passeriformes	Pipridae	Lepidothrix	27888	Lepidothrix_coronata	low_coverage	1	GCA_001604755.1_Lepidothrix_coronata-1.0_genomic.fa	KV388172.1	+	3627558	3628402	dependo.166-passeriformes	166	80	233	384	845	158	177	61.392	3.9	56	3	0	VP[dependo.XX-Tonatia(+)]	845
256	Corapipo_altera	Aves	Neognathae	Passeriformes	Pipridae	Corapipo	27355	Corapipo_altera	low_coverage	ASM394572v1	GCF_003945725.1_ASM394572v1_genomic.fna	NW_020884908.1	-	2683626	2684470	dependo.166-passeriformes	166	80	233	384	845	158	170	60.127	2.03	53	3	0	VP[dependo.XX-Tonatia(-)]	845
71	Pipra_filicauda	Aves	Neognathae	Passeriformes	Pipridae	Pipra	27836	Pipra_filicauda	low_coverage	ASM394559v1	GCF_003945595.1_ASM394559v1_genomic.fna	NW_020894471.1	+	1179273	1180117	dependo.166-passeriformes	166	80	233	384	845	158	180	62.025	1.38	57	3	0	VP[dependo.XX-Tonatia(+)]	845
105	Pipistrellus_pipistrellus	Mammalia	Laurasiatheria	Chiroptera	Vespertilionidae	Pipistrellus	27483	Pipistrellus_pipistrellus	low_coverage	PipPip_v1	GCA_004026625.1_PipPip_v1_BIUU_genomic.fna	PVIQ01000308.1	+	121789	125514	dependo.174-pipistrellus	174	1	539	1	1617	539	1130	99.814	0	1	0	0	VP[dependo.XX-Pipistrellus_pipistrellus(+)]	3726
74	Hystrix_cristata	Mammalia	Euarchontoglires	Rodentia	Hystricidae	Hystrix	27421	Hystrix_cristata	low_coverage	HysCri_v1_BIUU	GCA_004026905.1_HysCri_v1_BIUU_genomic.fna	PVJO010012053.1	-	23597	24106	dependo.174-pipistrellus	174	764	821	1	177	61	57.4	47.541	9.01	22	2	0	NS[dependo.201-Hystrix(-)]	510
127	Heterohyrax_brucei	Mammalia	Afrotheria	Hyracoidea	Procaviidae	Heterohyrax	27478	Heterohyrax_brucei	low_coverage	HetBruBak_v1_BIUU	GCA_004026845.1_HetBruBak_v1_BIUU_genomic.fna	PVJQ01009692.1	+	20227	21970	dependo.175-procavia	175	199	480	1148	303	282	509	92.553	0	1	0	0	Rep78[dependo.XX-Heterohyrax_brucei(-)]-Rep78[dependo.XX-Heterohyrax_brucei(+)]	1744
111	Procavia_capensis	Mammalia	Afrotheria	Hyracoidea	Procaviidae	Procavia	27344	Procavia_capensis	low_coverage	goldenpath_proCap1	proCap1.fa	scaffold_6934	+	37881	39623	dependo.175-procavia	175	1	581	1	1743	581	1167	100	0	1	0	0	Rep78[dependo.XX-Procavia_capensis(-)]-Rep78[dependo.XX-Procavia_capensis(+)]	1743
140	Mormoops_blainvillei	Mammalia	Laurasiatheria	Chiroptera	Mormoopidae	Mormoops	27536	Mormoops_blainvillei	low_coverage	MorMeg_v1	GCA_004026545.1_MorMeg_v1_BIUU_genomic.fna	PVJD01000213.1	-	71709	75753	dependo.177-Pteronotus	177	829	1239	2499	3731	431	325	48.028	0	1	9	0	VP[dependo.XX-Mormoops(-)]-NS[dependo.4-rhinocerotidae(-)]	4045
163	Phyllostomus_discolor	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Phyllostomus	27511	Phyllostomus_discolor	low_coverage	mPhyDis1_v1	GCA_004115245.1_mPhyDis1_v1.h_genomic.fna	RXPB01009965.1	-	47532	50801	dependo.177-Pteronotus	177	643	1070	1996	3270	428	487	61.916	9.31	158	2	0	VP[dependo.XX-desmodus(-)]-NS[dependo.30-chiroptera(-)]	3270
113	Rhinolophus_sinicus	Mammalia	Laurasiatheria	Chiroptera	Rhinolophidae	Rhinolophus	28025	Rhinolophus_sinicus	low_coverage	ASM188883v1	GCF_001888835.1_ASM188883v1_genomic.fna	NW_017739534.1	+	3582	7150	dependo.180-rhinolophus	180	457	718	1381	2172	264	410	87.5	0	1	1	0	Rep78[dependo.XX-Rhinolophus(+)]	3569
30	Pteronotus_parnellii	Mammalia	Laurasiatheria	Chiroptera	Mormoopidae	Pteronotus	27516	Pteronotus_parnellii	low_coverage	ncbi_AWGZ00000000.1_2015-05	AWGZ01.3.fsa_nt.fa	gi|539768544|gb|AWGZ01297493.1|	+	7050	11009	dependo.184-con	184	765	1063	2471	3379	309	378	65.049	0	1	5	0	NS[dependo.4-rhinocerotidae(+)]-VP[dependo.XX-Pteronotus(+)]	3960
163	Phyllostomus_discolor	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Phyllostomus	27703	Phyllostomus_discolor	low_coverage	mPhyDis1_v1	GCA_004115245.1_mPhyDis1_v1.h_genomic.fna	RXPB01010460.1	+	291017	294964	dependo.184-con	184	210	456	631	1440	278	340	66.187	0	1	5	0	NS[dependo.30-chiroptera(+)]-VP[dependo.XX-tonatia(+)]-VP[dependo.XX-tonatia(+)]	3948
184	Tonatia_saurophila	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Tonatia	27599	Tonatia_saurophila	low_coverage	TonSau_v1_BIUU	GCA_004024845.1_TonSau_v1_BIUU_genomic.fna	PVIA01007828.1	+	30275	34119	dependo.184-con	184	218	981	639	2924	793	735	59.142	0	1	18	0	NS[dependo.39-phyllostomidae(+)]-VP[dependo.XX-tonatia(+)]	3845
197	Micronycteris_hirsuta	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Micronycteris	27819	Micronycteris_hirsuta	low_coverage	MicHir_v1	GCA_004026765.1_MicHir_v1_BIUU_genomic.fna	PVJI01002842.1	-	74891	78655	dependo.184-con	184	574	964	1481	2638	395	446	68.354	0	1	7	0	VP[dependo.1-whippomorpha(-)]-VP[dependo.XX-Micronycteris(-)]-NS[dependo.30-chiroptera(-)]	3765
20	Anoura_caudifer	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Anoura	27518	Anoura_caudifer	low_coverage	AnoCau_v1_BIUU	GCA_004027475.1_AnoCau_v1_BIUU_genomic.fna	PVKU01007968.1	-	71190	74489	dependo.184-con	184	634	818	1509	2063	185	325	92.432	0	1	0	0	VP[dependo.XX-tonatia(-)]-NS[dependo.32-chiroptera(-)]	3300
93	Macrotus_californicus	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Macrotus	27649	Macrotus_californicus	low_coverage	MacCal_v1_BIUU	GCA_007922815.1_MacCal_v1_BIUU_genomic.fna	VMDR010006300.1	+	25943	29231	dependo.184-con	184	472	1287	818	3289	851	910	62.397	0	1	16	0	NS[dependo.39-phyllostomidae(+)]-VP[dependo.1-whippomorpha(+)]	3289
91	Carollia_perspicillata	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Carollia	27363	Carollia_perspicillata	low_coverage	CarPer_v1_BIUU	GCA_004027735.1_CarPer_v1_BIUU_genomic.fna	PVKM010009701.1	-	28621	31704	dependo.184-con	184	818	1202	1674	2828	392	527	69.898	0	1	7	0	VP[dependo.1-whippomorpha(-)]-NS[dependo.39-phyllostomidae(-)]	3084
210	Pelecanus_crispus	Aves	Neognathae	Pelecaniformes	Pelecanidae	Pelecanus	27989	Pelecanus_crispus	low_coverage	bgi_2011-10-28	Pelecanus_crispus.scaf.noBacterial.fa	scaffold56836	-	6093	8381	dependo.370-pelecaniformes	370	1	259	1	777	259	496	99.614	0	1	0	0	NS[dependo.170-pelecaniformes(-)]-NS[dependo.170-pelecaniformes(-)]	2289
52	Graphiurus_murinus	Mammalia	Euarchontoglires	Rodentia	Gliridae	Graphiurus	28034	Graphiurus_murinus	low_coverage	GraMur_v1_BIUU	GCA_004027655.1_GraMur_v1_BIUU_genomic.fna	PVLC010024492.1	-	20432	22706	dependo.X-Graphiurus	X	1	758	1	2274	758	1520	100	0	1	0	0	Rep78VP[dependo.XX-Graphiurus_murinus(-)]-Rep78VP[dependo.XX-Graphiurus_murinus(-)]	2275
146	Fukomys_damarensis	Mammalia	Euarchontoglires	Rodentia	Bathyergidae	Fukomys	27537	Fukomys_damarensis	low_coverage	ncbi_1.0_2014	885580_ref_DMR_v1.0_chrUn.fa	gi|730053275|ref|NW_011044803.1|	+	11528274	11531157	dependo.X-Heterocephalus	X	533	669	1644	2057	138	186	72.464	7.29	113	1	0	Rep78[dependo.XX-Fukomys_damarensis(+)]-Rep78[dependo.XX-Fukomys_damarensis(+)]-VP[dependo.XX-Fukomys_damarensis(+)]-VP[dependo.XX-Fukomys_damarensis(+)]	2884
112	Heterocephalus_glaber	Mammalia	Euarchontoglires	Rodentia	Bathyergidae	Heterocephalus	27522	Heterocephalus_glaber	low_coverage	goldenpath_hetGla2	hetGla2.fa_3.fa	JH602093	-	17087384	17090154	dependo.X-Heterocephalus	X	1	923	1	2769	923	1707	100	0	1	0	0	VP[dependo.XX-Heterocephalus(-)]-Rep78[dependo.XX-Heterocephalus_glaber(-)]-Rep78[dependo.XX-Heterocephalus(-)]	2771
9	Hydrochoerus_hydrochaeris	Mammalia	Euarchontoglires	Rodentia	Hydrochaeridae	Hydrochoerus	27680	Hydrochoerus_hydrochaeris	low_coverage	HydHyd_v1_BIUU	GCA_004027455.1_HydHyd_v1_BIUU_genomic.fna	PVLA01003997.1	+	118206	120233	dependo.X-Heterocephalus	X	631	823	1141	1701	195	138	51.795	3.07	48	5	0	VP[dependo.XX-hydrochoerus(+)]-VP[dependo.XX-hydrochoerus(+)]	2028
16	Chinchilla_lanigera	Mammalia	Euarchontoglires	Rodentia	Chinchillidae	Chinchilla	27260	Chinchilla_lanigera	low_coverage	broad_v0_2012	C_lanigera_v0.assembly.fasta_12.fa	scaffold00035	-	13652894	13654833	dependo.X-Heterocephalus	X	366	823	90	1616	533	148	36.023	2.51	68	15	0	NK[dependo.XX-Octodon_degus(-)]-VP[REF_Dependo_AAV5(-)]	1940
112	Heterocephalus_glaber	Mammalia	Euarchontoglires	Rodentia	Bathyergidae	Heterocephalus	27739	Heterocephalus_glaber	low_coverage	goldenpath_hetGla2	hetGla2.fa_2.fa	JH602066	-	7341415	7343342	dependo.X-Heterocephalus	X	96	641	290	1927	546	941	93.956	0	1	0	0	Rep78[dependo.XX-Heterocephalus_glaber(-)]-Rep78[dependo.XX-Heterocephalus_glaber(-)]	1928
23	Megaderma_lyra	Mammalia	Laurasiatheria	Chiroptera	Megadermatidae	Megaderma	27712	Megaderma_lyra	low_coverage	MegLyr_v1_BIUU	GCA_004026885.1_MegLyr_v1_BIUU_genomic.fna	PVJL010000011.1	-	334419	336723	dependo.X-Megaderma	X	1	768	1	2304	768	1360	100	0	1	0	0	Ns[dependo.XX-Megaderma_lyra(-)]-Ns[dependo.XX-Megaderma_lyra(-)]	2305
136	Mus_castaneus	Mammalia	Euarchontoglires	Rodentia	Muridae	Mus	27535	Mus_castaneus	low_coverage	REL-1509-EiJ	CAST_EiJ.chromosomes.unplaced.gt2k.fa	chr3	-	9432886	9436957	dependo.X-Mus_spretus	X	62	307	1	738	246	455	93.496	1.02	151	0	0	VP[REF_Dependo_AAV5(-)]-Rep78[dependo.XX-mastomys(-)]	4072
148	Mus_musculus	Mammalia	Euarchontoglires	Rodentia	Muridae	Mus	27395	Mus_musculus	complete	goldenpath_mm9	chr3.fa	chr3	-	12017000	12020696	dependo.X-Mus_spretus	X	1	307	1	921	307	609	99.023	0	1	0	0	VP[dependo.51-muridae(-)]-Rep78[dependo.XX-mastomys(-)]	3697
100	Mus_spicilegus	Mammalia	Euarchontoglires	Rodentia	Muridae	Mus	27398	Mus_spicilegus	low_coverage	GCA_003336285.1_MUSP714	GCA_003336285.1_MUSP714_genomic.fna	QGOO01037474.1	-	8646673	8650344	dependo.X-Mus_spretus	X	130	307	387	920	178	341	96.629	3.86	167	0	0	VP[dependo.51-muridae(-)]-VP[dependo.51-muridae(-)]-NS[dependo.13-cercopithecidae(-)]	3672
153	Mus_pahari	Mammalia	Euarchontoglires	Rodentia	Muridae	Mus	27268	Mus_pahari	low_coverage	REL-1509-EiJ	Pahari_EiJ.chromosomes.unplaced.gt2k.fa	chr4	-	7864965	7868343	dependo.X-Mus_spretus	X	25	151	1	381	127	204	85.827	1.23	111	0	0	VP[dependo.51-muridae(-)]-Rep78[dependo.XX-mastomys(-)]-Rep78[dependo.XX-mastomys(-)]	3379
101	Mus_spretus	Mammalia	Euarchontoglires	Rodentia	Muridae	Mus	27484	Mus_spretus	low_coverage	SPRET_EiJ_v1	GCA_001624865.1_SPRET_EiJ_v1_genomic.fa	CM004096.1	-	9022464	9023384	dependo.X-Mus_spretus	X	1	307	1	921	307	619	100	0	1	0	0	Rep78[dependo.XX-mastomys(-)]	921
45	Sarcophilus_harrisii	Mammalia	Unclassified	Dasyuromorphia	Dasyuridae	Sarcophilus	27539	Sarcophilus_harrisii	complete	goldenpath_sarHar1	sarHar1.fa_6.fa	chr5_GL861700_random	+	1041831	1043041	dependo.X-Sarcophilus	X	1	403	1	1209	403	729	100	0	1	0	0	NS[REF_Dependo_MDPV(+)]	1211
165	Tetraodon_nigroviridis	Actinopteri	Unclassified	Tetraodontiformes	Tetraodontidae	Tetraodon	27465	Tetraodon_nigroviridis	complete	TETRAODON8	Tetraodon_nigroviridis.TETRAODON8.dna.nonchromosomal.fa	Un_random	-	94956103	94959906	MF416383-murine-AAV1		310	443	10	411	134	112	40.299	9.93	27	0	0	VP[unclassified.XX-Tetraodon(-)]-VP[unclassified.XX-Tetraodon(-)]	3804
33	Apodemus_sylvaticus	Mammalia	Euarchontoglires	Rodentia	Muridae	Apodemus	27715	Apodemus_sylvaticus	low_coverage	GCA_001305905.1	GCA_001305905.1_ASM130590v1_genomic.fa	LIPJ01001723.1	+	974835	977499	MF416383-murine-AAV1		233	495	34	897	300	280	52.667	3.83	81	6	0	Rep78[dependo.XX-Apodemus_sylvaticus(+)]-VP[dependo.XX-Apodemus_sylvaticus(+)]-VP[dependo.XX-Apodemus_sylvaticus(+)]	2665
23	Megaderma_lyra	Mammalia	Laurasiatheria	Chiroptera	Megadermatidae	Megaderma	27744	Megaderma_lyra	low_coverage	MegLyr_v1_BIUU	GCA_004026885.1_MegLyr_v1_BIUU_genomic.fna	PVJL010013950.1	+	14612	16090	NC_001401-AAV-2		858	964	1	318	107	135	61.682	2.89	54	1	0	VP[Megaderma_lyra(+)]-VP[Megaderma_lyra(+)]	1479
27	Ctenomys_sociabilis	Mammalia	Euarchontoglires	Rodentia	Ctenomyidae	Ctenomys	27769	Ctenomys_sociabilis	low_coverage	CteSoc_v1	GCA_004027205.1_CteGun_v1_BIUU_genomic.fna	PVKB01001658.1	-	243560	244303	NC_001401-AAV-2		871	1126	19	744	264	141	37.121	4.59	40	10	0	NK[dependo.XX-Ctenomys_sociabilis(-)]	744
110	Guaruba_guarouba	Aves	Neognathae	Psittaciformes	Psittacidae	Guaruba	27453	Guaruba_guarouba	low_coverage	ASM1180009v1	GCA_011800095.1_ASM1180009v1_genomic.fna	JAABOC010063778.1	-	3956495	3957082	NC_001401-AAV-2		1052	1247	4	588	196	261	65.306	1.01	82	1	0	VP[dependo.170-Guaruba_guarouba(-)]	588
62	Macropus_eugenii	Mammalia	Unclassified	Diprotodontia	Macropodidae	Macropus	27493	Macropus_eugenii	low_coverage	goldenpath_macEug2	macEug2.fa	GL077261	+	32921	33547	NC_006147-MDPV		148	396	1	627	254	118	33.858	1.21	32	5	0	Rep78[dependo.XX-Macropus(+)]	627
52	Graphiurus_murinus	Mammalia	Euarchontoglires	Rodentia	Gliridae	Graphiurus	27691	Graphiurus_murinus	low_coverage	GraMur_v1_BIUU	GCA_004027655.1_GraMur_v1_BIUU_genomic.fna	PVLC010002014.1	-	111499	112029	NC_014468-Bat-AAV		131	346	1	531	216	109	37.037	6.62	30	6	0	NK[dependo.XX-Graphiurus_murinus(-)]	531
187	Glis_glis	Mammalia	Euarchontoglires	Rodentia	Gliridae	Glis	27570	Glis_glis	low_coverage	GliGli_v1	GCA_004027185.1_GliGli_v1_BIUU_genomic.fna	PVJS01024767.1	+	17725	18784	NC_038539-Sea-lion-AAV		120	351	332	1030	239	230	50.209	1.09	77	3	0	Rep78[dependo.XX-glis(+)]	1060
264	Castor_canadensis	Mammalia	Euarchontoglires	Rodentia	Castoridae	Castor	27575	Castor_canadensis	low_coverage	CasCan_v1	GCF_001984765.1_C.can_genome_v1.0_genomic.fna	NW_017878519.1	+	189079	190118	NC_038539-Sea-lion-AAV		212	399	480	1022	192	157	45.312	2.2	54	3	0	Rep78[dependo.XX-castor(+)]	1040
10	Dolichotis_patagonum	Mammalia	Euarchontoglires	Rodentia	Caviidae	Dolichotis	28031	Dolichotis_patagonum	low_coverage	DolPat_v1	GCA_004027295.1_DolPat_v1_BIUU_genomic.fna	PVJX010042517.1	+	5911	6651	NC_038539-Sea-lion-AAV		332	391	583	741	60	78.6	58.333	1.61	40	1	0	NK[dependo.XX-Dolichotis(+)]	741
