sequenceID	locus_name	locus_numeric_id	stem	host_species	host_class	host_superorder	host_order	host_family	host_genus	record_id	target_datatype	target_version	target_name	scaffold	orientation	extract_start	extract_end	subject_start	subject_end	query_start	query_end	align_len	bitscore	identity	evalue_num	evalue_exp	gap_openings	mismatches	sequence_length
proto.154-Phascolarctos_cinereus	proto.154.Phascolarctos	154	proto.154	Phascolarctos_cinereus	Mammalia	Unclassified	Diprotodontia	Phascolarctidae	Phascolarctos	31659	low_coverage	phaCin_unsw_v4.1	phaCin_unsw_v4.1.fa	phaCin_unsw_v4.1.fa.scaf00062	+	3784485	3786551	170	669	535	2049	511	971	93.933	0	1	6	0	2067
proto.155-Gymnobelideus_leadbeateri	proto.155.Gymnobelideus	155	proto.155	Gymnobelideus_leadbeateri	Mammalia	Unclassified	Diprotodontia	Petauridae	Gymnobelideus	31486	low_coverage	LBP_v1_scaffolds	GCA_011680675.1_LBP_v1_genomic.fna	WOXC01012016.1	-	61514	64480	540	963	1654	2928	425	889	99.765	0	1	1	0	2967
proto.156-Gymnobelideus_leadbeateri	proto.156.Phascolarctos	156	proto.156	Gymnobelideus_leadbeateri	Mammalia	Unclassified	Diprotodontia	Petauridae	Gymnobelideus	31699	low_coverage	LBP_v1_scaffolds	GCA_011680675.1_LBP_v1_genomic.fna	WOXC01012308.1	+	209095	211203	730	860	396	1	132	152	64.394	6.24	76	1	0	2109
proto.157-Gymnobelideus_leadbeateri	proto.157.Gymnobelideus	157	proto.157	Gymnobelideus_leadbeateri	Mammalia	Unclassified	Diprotodontia	Petauridae	Gymnobelideus	31402	low_coverage	LBP_v1_scaffolds	GCA_011680675.1_LBP_v1_genomic.fna	WOXC01008854.1	+	26629	30118	206	585	644	1798	391	649	86.701	0	1	4	0	3490
proto.157-Gymnobelideus_leadbeateri	proto.157.Gymnobelideus	157	proto.157	Gymnobelideus_leadbeateri	Mammalia	Unclassified	Diprotodontia	Petauridae	Gymnobelideus	31505	low_coverage	LBP_v1_scaffolds	GCA_011680675.1_LBP_v1_genomic.fna	WOXC01012247.1	+	368211	369581	789	1046	402	1181	260	334	64.615	5.67	141	2	0	1371
proto.157-Gymnobelideus_leadbeateri	proto.157.Gymnobelideus	157	proto.157	Gymnobelideus_leadbeateri	Mammalia	Unclassified	Diprotodontia	Petauridae	Gymnobelideus	31539	low_coverage	LBP_v1_scaffolds	GCA_011680675.1_LBP_v1_genomic.fna	WOXC01010683.1	+	77526	78224	883	1113	10	699	232	290	63.362	3.76	93	3	0	699
proto.158-Macropus_eugenii	proto.158.Macropus	158	proto.158	Macropus_eugenii	Mammalia	Unclassified	Diprotodontia	Macropodidae	Macropus	31450	low_coverage	goldenpath_macEug2	macEug2.fa	GL142423	+	26977	29641	223	757	672	2300	548	967	90.693	0	1	6	0	2665
proto.158-Vombatus_ursinus	proto.158.Phascolarctos	158	proto.158	Vombatus_ursinus	Mammalia	Unclassified	Diprotodontia	Vombatidae	Vombatus	31709	low_coverage	WM_v1.0	GCA_900497805.1_WM_v1.0_genomic.fna	UNPS01014832.1	+	67066757	67067572	128	225	285	611	109	122	62.385	2.96	59	2	0	816
proto.158-Phascolarctos_cinereus	proto.158.Phascolarctos	158	proto.158	Phascolarctos_cinereus	Mammalia	Unclassified	Diprotodontia	Phascolarctidae	Phascolarctos	31851	low_coverage	phaCin_unsw_v4.1	phaCin_unsw_v4.1.fa	phaCin_unsw_v4.1.fa.scaf00217	-	883448	886744	18	390	55	1185	377	650	92.573	0	1	4	0	3297
proto.158-Vombatus_ursinus	proto.158.Phascolarctos	158	proto.158	Vombatus_ursinus	Mammalia	Unclassified	Diprotodontia	Vombatidae	Vombatus	31768	low_coverage	WM_v1.0	GCA_900497805.1_WM_v1.0_genomic.fna	UNPS01006779.1	-	6756529	6758928	328	438	909	1250	114	176	80.702	1.17	117	2	0	2400
proto.160-Macropus_eugenii	proto.160.Macropus	160	proto.160	Macropus_eugenii	Mammalia	Unclassified	Diprotodontia	Macropodidae	Macropus	31522	low_coverage	goldenpath_macEug2	macEug2.fa	GL132395	-	8143	11362	837	1050	2573	3217	215	427	97.209	0	1	1	0	3220
proto.160-Gymnobelideus_leadbeateri	proto.160.Macropus	160	proto.160	Gymnobelideus_leadbeateri	Mammalia	Unclassified	Diprotodontia	Petauridae	Gymnobelideus	31793	low_coverage	LBP_v1_scaffolds	GCA_011680675.1_LBP_v1_genomic.fna	WOXC01006935.1	-	394492	397257	602	771	1542	2066	176	227	75	3.7	151	5	0	2766
proto.161-Macropus_eugenii	proto.161.Macropus	161	proto.161	Macropus_eugenii	Mammalia	Unclassified	Diprotodontia	Macropodidae	Macropus	31616	low_coverage	goldenpath_macEug2	macEug2.fa	GL106615	+	51199	54216	475	779	1485	2525	351	414	72.08	0	1	8	0	3018
proto.162-Gymnobelideus_leadbeateri	proto.162.Gymnobelideus	162	proto.162	Gymnobelideus_leadbeateri	Mammalia	Unclassified	Diprotodontia	Petauridae	Gymnobelideus	31501	low_coverage	LBP_v1_scaffolds	GCA_011680675.1_LBP_v1_genomic.fna	WOXC01009024.1	-	232572	235536	329	965	1025	2962	646	1138	91.641	0	1	6	0	2965
proto.163-Phascolarctos_cinereus	proto.163.Phascolarctos	163	proto.163	Phascolarctos_cinereus	Mammalia	Unclassified	Diprotodontia	Phascolarctidae	Phascolarctos	31673	low_coverage	phaCin_unsw_v4.1	phaCin_unsw_v4.1.fa	phaCin_unsw_v4.1.fa.scaf00410	+	48800	51691	385	692	1173	2114	326	355	61.35	0	1	6	0	2892
proto.163-Sarcophilus_harrisii	proto.163.Phascolarctos	163	proto.163	Sarcophilus_harrisii	Mammalia	Unclassified	Dasyuromorphia	Dasyuridae	Sarcophilus	31686	complete	goldenpath_sarHar1	sarHar1.fa_6.fa	chr6_GL864817_random	+	149630	149944	816	921	1	315	106	121	62.264	2.42	35	1	0	315
proto.163-Vombatus_ursinus	proto.163.Phascolarctos	163	proto.163	Vombatus_ursinus	Mammalia	Unclassified	Diprotodontia	Vombatidae	Vombatus	31698	low_coverage	WM_v1.0	GCA_900497805.1_WM_v1.0_genomic.fna	UNPS01014784.1	-	15489619	15490308	506	738	1	684	242	147	41.322	1.52	42	5	0	690
proto.164-Macropus_eugenii	proto.164.Macropus	164	proto.164	Macropus_eugenii	Mammalia	Unclassified	Diprotodontia	Macropodidae	Macropus	31663	low_coverage	goldenpath_macEug2	macEug2.fa	GL051588	-	29008	30393	209	628	13	1272	423	650	75.177	0	1	4	0	1386
proto.164-Macropus_eugenii	proto.164.Macropus	164	proto.164	Macropus_eugenii	Mammalia	Unclassified	Diprotodontia	Macropodidae	Macropus	31756	low_coverage	goldenpath_macEug2	macEug2.fa	GL150710	-	15685	18240	208	629	1282	2553	424	880	99.528	0	1	2	0	2556
proto.164-Macropus_eugenii	proto.164.Macropus	164	proto.164	Macropus_eugenii	Mammalia	Unclassified	Diprotodontia	Macropodidae	Macropus	31816	low_coverage	goldenpath_macEug2	macEug2.fa	GL084187	+	8913	9302	7	82	46	273	76	120	73.684	1.11	34	0	0	390
proto.165-Phascolarctos_cinereus	proto.165.Phascolarctos	165	proto.165	Phascolarctos_cinereus	Mammalia	Unclassified	Diprotodontia	Phascolarctidae	Phascolarctos	31694	low_coverage	phaCin_unsw_v4.1	phaCin_unsw_v4.1.fa	phaCin_unsw_v4.1.fa.scaf00130	+	7627093	7628564	230	485	690	1469	260	508	98.077	0	1	4	0	1472
proto.166-Macropus_eugenii	proto.166.Gymnobelideus	166	proto.166	Macropus_eugenii	Mammalia	Unclassified	Diprotodontia	Macropodidae	Macropus	31548	low_coverage	goldenpath_macEug2	macEug2.fa	GL096756	-	10393	10686	399	496	1	294	98	121	61.224	8.05	36	0	0	294
proto.167-Vombatus_ursinus	proto.167-Vombatus_ursinus	167	proto.167	Vombatus_ursinus	Mammalia	Unclassified	Diprotodontia	Vombatidae	Vombatus	31455	low_coverage	WM_v1.0	GCA_900497805.1_WM_v1.0_genomic.fna	UNPS01014861.1	+	5325581	5325922	1	114	1	342	114	228	100	4.44	81	0	0	342
proto.168-Myocastor_coypus	proto.168-Myocastor_coypus	168	proto.168	Myocastor_coypus	Mammalia	Euarchontoglires	Rodentia	Myocastoridae	Myocastor	31259	low_coverage	MyoCoy_v1_BIUU	GCA_004027025.1_MyoCoy_v1_BIUU_genomic.fna	PVJA010037612.1	-	11313	15144	1	1277	1	3831	1277	2113	100	0	1	0	0	3832
proto.169-Macropus_eugenii	proto.169-Macropus_eugenii	169	proto.169	Macropus_eugenii	Mammalia	Unclassified	Diprotodontia	Macropodidae	Macropus	31805	low_coverage	goldenpath_macEug2	macEug2.fa	GL084993	-	343	786	1	148	1	444	148	251	100	4.22	89	0	0	444
proto.170-Graphiurus_murinus	proto.170-Graphiurus_murinus	170	proto.170	Graphiurus_murinus	Mammalia	Euarchontoglires	Rodentia	Gliridae	Graphiurus	31893	low_coverage	GraMur_v1_BIUU	GCA_004027655.1_GraMur_v1_BIUU_genomic.fna	PVLC010075717.1	+	356	3728	1	1124	1	3372	1124	2085	100	0	1	0	0	3373
proto.171-Monodelphis_domestica	proto.171-Monodelphis_domestica	171	proto.171	Monodelphis_domestica	Mammalia	Unclassified	Didelphimorphia	Didelphidae	Monodelphis	31859	complete	goldenpath_monDom5	chr3.fa	chr3	-	352564249	352566741	1	831	1	2493	831	1583	100	0	1	0	0	2493
proto.172-Monodelphis_domestica	proto.172-Monodelphis_domestica	172	proto.172	Monodelphis_domestica	Mammalia	Unclassified	Didelphimorphia	Didelphidae	Monodelphis	31446	complete	goldenpath_monDom5	chr2.fa	chr2	-	341710146	341710631	1	162	1	486	162	284	100	9	102	0	0	486
proto.173-Graphiurus_murinus	proto.173-Graphiurus_murinus	173	proto.173	Graphiurus_murinus	Mammalia	Euarchontoglires	Rodentia	Gliridae	Graphiurus	31801	low_coverage	GraMur_v1_BIUU	GCA_004027655.1_GraMur_v1_BIUU_genomic.fna	PVLC010098622.1	+	2001	2318	1	106	1	318	106	218	100	1.54	77	0	0	318
proto.174-Ctenomys_sociabilis	proto.174-Octodon_degus	174	proto.174	Ctenomys_sociabilis	Mammalia	Euarchontoglires	Rodentia	Ctenomyidae	Ctenomys	31924	low_coverage	CteSoc_v1	GCA_004027165.1_CteSoc_v1_BIUU_genomic.fna	PVKA01004727.1	+	40955	42134	5	186	94	651	186	231	74.731	6.04	123	2	0	1180
proto.174-Octodon_degus	proto.174-Octodon_degus	174	proto.174	Octodon_degus	Mammalia	Euarchontoglires	Rodentia	Octodontidae	Octodon	32034	low_coverage	broad_1.0_july_2012	O_degus_v0.assembly.fasta_33.fa	scaffold00312	-	1343538	1345358	1	607	1	1821	607	1172	100	0	1	0	0	1821
proto.175-Octomys_mimax	proto.175-Octomys_mimax	175	proto.175	Octomys_mimax	Mammalia	Euarchontoglires	Rodentia	Octodontidae	Octomys	31717	low_coverage	Oct_mimax_AO248_v1	GCA_002564305.1_Oct_mimax_AO248_v1_genomic.fna	NDGM010820287.1	+	1	1269	1	423	1	1269	423	804	100	0	1	0	0	1269
proto.176-Nannospalax_galili	proto.176-Nannospalax_galili	176	proto.176	Nannospalax_galili	Mammalia	Euarchontoglires	Rodentia	Spalacidae	Nannospalax	31741	low_coverage	S.galili_v1.0	1026970_ref_S.galili_v1.0_chrUn.fa	gi|671650055|ref|NW_008360312.1|	-	2110666	2110848	1	61	1	183	61	128	100	3.64	43	0	0	183
proto.177-Erethizon_dorsatum	proto.177-Erethizon_dorsatum	177	proto.177	Erethizon_dorsatum	Mammalia	Euarchontoglires	Rodentia	Erethizontidae	Erethizon	31273	low_coverage	GSC_porc_1.0	GCA_006547115.1_GSC_porc_1.0_genomic.fna	ML655485.1	+	581245	582195	1	317	1	951	317	501	100	0	1	0	0	951
proto.178-Cuniculus_paca	proto.178-Erethizon_dorsatum	178	proto.178	Cuniculus_paca	Mammalia	Euarchontoglires	Rodentia	Cuniculidae	Cuniculus	31277	low_coverage	CunPac_v1_BIUU	GCA_004365215.1_CunPac_v1_BIUU_genomic.fna	RJWT010191255.1	-	135	760	396	595	27	626	200	317	77	2.53	102	0	0	626
proto.178-Cuniculus_paca	proto.178-Erethizon_dorsatum	178	proto.178	Cuniculus_paca	Mammalia	Euarchontoglires	Rodentia	Cuniculidae	Cuniculus	31452	low_coverage	CunPac_v1_BIUU	GCA_004365215.1_CunPac_v1_BIUU_genomic.fna	RJWT010004962.1	+	269	2352	827	1428	273	2084	613	624	59.543	0	1	8	0	2084
proto.178-Erethizon_dorsatum	proto.178-Erethizon_dorsatum	178	proto.178	Erethizon_dorsatum	Mammalia	Euarchontoglires	Rodentia	Erethizontidae	Erethizon	31245	low_coverage	GSC_porc_1.0	GCA_006547115.1_GSC_porc_1.0_genomic.fna	ML655467.1	+	4500230	4504513	1	1428	1	4284	1428	2743	100	0	1	0	0	4284
proto.179-Microgale_talazaci	proto.179-Microgale_talazaci	179	proto.179	Microgale_talazaci	Mammalia	Afrotheria	Unclassified	Tenrecidae	Microgale	31621	low_coverage	MicTal_v1_BIUU	GCA_004026705.1_MicTal_v1_BIUU_genomic.fna	PVJH01011113.1	+	24513	25375	1	287	1	861	287	566	100	0	1	0	0	863
proto.180-Phascolarctos_cinereus	proto.180-Phascolarctos_cinereus	180	proto.180	Phascolarctos_cinereus	Mammalia	Unclassified	Diprotodontia	Phascolarctidae	Phascolarctos	31307	low_coverage	phaCin_unsw_v4.1	phaCin_unsw_v4.1.fa	phaCin_unsw_v4.1.fa.scaf00275	+	3102949	3105579	1	877	1	2631	877	1712	100	0	1	0	0	2631
proto.181-Phascolarctos_cinereus	proto.181-Phascolarctos_cinereus	181	proto.181	Phascolarctos_cinereus	Mammalia	Unclassified	Diprotodontia	Phascolarctidae	Phascolarctos	31343	low_coverage	phaCin_unsw_v4.1	phaCin_unsw_v4.1.fa	phaCin_unsw_v4.1.fa.scaf00039	+	8062397	8068656	1	2086	1	6258	2086	3725	100	0	1	0	0	6260
proto.182-Phascolarctos_cinereus	proto.182-Phascolarctos_cinereus	182	proto.182	Phascolarctos_cinereus	Mammalia	Unclassified	Diprotodontia	Phascolarctidae	Phascolarctos	31523	low_coverage	phaCin_unsw_v4.1	phaCin_unsw_v4.1.fa	phaCin_unsw_v4.1.fa.scaf00007	-	24712785	24714191	1	469	1	1407	469	801	100	0	1	0	0	1407
proto.183-Phascolarctos_cinereus	proto.183-Phascolarctos_cinereus	183	proto.183	Phascolarctos_cinereus	Mammalia	Unclassified	Diprotodontia	Phascolarctidae	Phascolarctos	31416	low_coverage	phaCin_unsw_v4.1	phaCin_unsw_v4.1.fa	phaCin_unsw_v4.1.fa.scaf00110	+	1348819	1351259	1	813	1	2439	813	1638	100	0	1	0	0	2441
proto.184-Phascolarctos_cinereus	proto.184-Phascolarctos_cinereus	184	proto.184	Phascolarctos_cinereus	Mammalia	Unclassified	Diprotodontia	Phascolarctidae	Phascolarctos	31479	low_coverage	phaCin_unsw_v4.1	phaCin_unsw_v4.1.fa	phaCin_unsw_v4.1.fa.scaf00170	+	1686942	1687769	1	276	1	828	276	565	100	0	1	0	0	828
proto.185-Phascolarctos_cinereus	proto.185-Phascolarctos_cinereus	185	proto.185	Phascolarctos_cinereus	Mammalia	Unclassified	Diprotodontia	Phascolarctidae	Phascolarctos	31884	low_coverage	phaCin_unsw_v4.1	phaCin_unsw_v4.1.fa	phaCin_unsw_v4.1.fa.scaf00082	+	8421405	8425139	1	1245	1	3735	1245	2456	100	0	1	0	0	3735
proto.186-Phascolarctos_cinereus	proto.186-Phascolarctos_cinereus	186	proto.186	Phascolarctos_cinereus	Mammalia	Unclassified	Diprotodontia	Phascolarctidae	Phascolarctos	31495	low_coverage	phaCin_unsw_v4.1	phaCin_unsw_v4.1.fa	phaCin_unsw_v4.1.fa.scaf00041	+	9095494	9097287	1	598	1	1794	598	1118	100	0	1	0	0	1794
proto.187-Phascolarctos_cinereus	proto.187-Phascolarctos_cinereus	187	proto.187	Phascolarctos_cinereus	Mammalia	Unclassified	Diprotodontia	Phascolarctidae	Phascolarctos	31813	low_coverage	phaCin_unsw_v4.1	phaCin_unsw_v4.1.fa	phaCin_unsw_v4.1.fa.scaf00056	-	8158598	8163629	1	1677	1	5031	1677	2959	100	0	1	0	0	5032
proto.188-Phascolarctos_cinereus	proto.188-Phascolarctos_cinereus	188	proto.188	Phascolarctos_cinereus	Mammalia	Unclassified	Diprotodontia	Phascolarctidae	Phascolarctos	31857	low_coverage	phaCin_unsw_v4.1	phaCin_unsw_v4.1.fa	phaCin_unsw_v4.1.fa.scaf00287	+	2405140	2405757	1	206	1	618	206	419	100	6.18	154	0	0	618
proto.189-Apodemus_sylvaticus	proto.189-Meriones_unguiculatus	189	proto.189	Apodemus_sylvaticus	Mammalia	Euarchontoglires	Rodentia	Muridae	Apodemus	31304	low_coverage	GCA_001305905.1	GCA_001305905.1_ASM130590v1_genomic.fa	LIPJ01023269.1	-	15351	15680	1	123	1	330	124	89.4	45.161	3.86	26	4	0	330
proto.189-Graphiurus_murinus	proto.189-Meriones_unguiculatus	189	proto.189	Graphiurus_murinus	Mammalia	Euarchontoglires	Rodentia	Gliridae	Graphiurus	31497	low_coverage	GraMur_v1_BIUU	GCF_004785775.1_NIH_TR_1.0_genomic.fna	NW_021604646.1	+	9982632	9983099	47	125	247	468	79	80.1	50.633	2.15	24	1	0	468
proto.189-Graphiurus_murinus	proto.189-Meriones_unguiculatus	189	proto.189	Graphiurus_murinus	Mammalia	Euarchontoglires	Rodentia	Gliridae	Graphiurus	31625	low_coverage	GraMur_v1_BIUU	GCF_004785775.1_NIH_TR_1.0_genomic.fna	NW_021604646.1	+	9935592	9935999	1	131	1	372	131	93.2	47.328	2.77	27	2	0	408
proto.189-Grammomys_surdaster	proto.189-Meriones_unguiculatus	189	proto.189	Grammomys_surdaster	Mammalia	Euarchontoglires	Rodentia	Muridae	Grammomys	31288	low_coverage	NIH_TR_1.0	GCF_004785775.1_NIH_TR_1.0_genomic.fna	NW_021604646.1	+	9935592	9935999	1	131	1	372	131	93.2	47.328	2.77	27	2	0	408
proto.189-Grammomys_surdaster	proto.189-Meriones_unguiculatus	189	proto.189	Grammomys_surdaster	Mammalia	Euarchontoglires	Rodentia	Muridae	Grammomys	31687	low_coverage	NIH_TR_1.0	GCF_004785775.1_NIH_TR_1.0_genomic.fna	NW_021604646.1	+	9982632	9983099	47	125	247	468	79	80.1	50.633	2.15	24	1	0	468
proto.189-Mastomys_coucha	proto.189-Meriones_unguiculatus	189	proto.189	Mastomys_coucha	Mammalia	Euarchontoglires	Rodentia	Muridae	Mastomys	31477	low_coverage	UCSF_Mcou_1	GCF_008632895.1_UCSF_Mcou_1_genomic.fna	NW_022196905.1	-	231510075	231510425	1	125	1	351	125	110	52.8	1.61	34	3	0	351
proto.189-Meriones_unguiculatus	proto.189-Meriones_unguiculatus	189	proto.189	Meriones_unguiculatus	Mammalia	Euarchontoglires	Rodentia	Muridae	Meriones	31696	low_coverage	MunDraft-v1.0	GCA_002204375.1_MunDraft-v1.0_genomic.fna	NHTI01002096.1	+	256278	256670	1	131	1	393	131	271	100	1.41	97	0	0	393
proto.189-Ellobius_lutescens	proto.189-Meriones_unguiculatus	189	proto.189	Ellobius_lutescens	Mammalia	Euarchontoglires	Rodentia	Cricetidae	Ellobius	31862	low_coverage	ASM168507v1	GCA_001685075.1_ASM168507v1_genomic.fna	LOEQ01000519.1	+	58968	59303	1	120	1	336	121	84.7	47.107	2.97	24	3	0	336
proto.189-Ellobius_talpinus	proto.189-Meriones_unguiculatus	189	proto.189	Ellobius_talpinus	Mammalia	Euarchontoglires	Rodentia	Cricetidae	Ellobius	31943	low_coverage	ETalpinus_0.1	GCA_001685095.1_ETalpinus_0.1_genomic.fna	LOJH01107152.1	+	5184	5519	1	120	1	336	121	83.2	47.107	1.2	23	3	0	336
proto.189-Psammomys_obesus	proto.189-Meriones_unguiculatus	189	proto.189	Psammomys_obesus	Mammalia	Euarchontoglires	Rodentia	Muridae	Psammomys	31781	low_coverage	ASM221593v1	GCA_002215935.1_ASM221593v1_genomic.fna	NESX01018114.1	-	1557	1748	1	46	1	138	46	88.6	95.652	1.36	26	0	0	192
proto.190-Echinops_telfairi	proto.190-Echinops_telfairi	190	proto.190	Echinops_telfairi	Mammalia	Afrotheria	Unclassified	Tenrecidae	Echinops	31339	complete	goldenpath_echTel2	echTel2.fa	JH980294	-	81310193	81310949	1	252	1	756	252	472	100	2.58	173	0	0	757
proto.191-Dolichotis_patagonum	proto.191-Myocastor_coypus	191	proto.191	Dolichotis_patagonum	Mammalia	Euarchontoglires	Rodentia	Caviidae	Dolichotis	31327	low_coverage	DolPat_v1	GCA_004027295.1_DolPat_v1_BIUU_genomic.fna	PVJX010894681.1	-	2	298	221	322	1	297	102	169	79.412	3.97	52	1	0	297
proto.191-Dolichotis_patagonum	proto.191-Myocastor_coypus	191	proto.191	Dolichotis_patagonum	Mammalia	Euarchontoglires	Rodentia	Caviidae	Dolichotis	31392	low_coverage	DolPat_v1	GCA_004027295.1_DolPat_v1_BIUU_genomic.fna	PVJX011012330.1	-	1	273	221	314	1	273	94	154	77.66	3.33	47	1	0	273
proto.191-Myocastor_coypus	proto.191-Myocastor_coypus	191	proto.191	Myocastor_coypus	Mammalia	Euarchontoglires	Rodentia	Myocastoridae	Myocastor	31512	low_coverage	MyoCoy_v1_BIUU	GCA_004027025.1_MyoCoy_v1_BIUU_genomic.fna	PVJA010015145.1	+	29163	33099	1	1312	1	3936	1312	2291	100	0	1	0	0	3937
proto.192-Ctenomys_sociabilis	proto.192-Ctenomys_sociabilis	192	proto.192	Ctenomys_sociabilis	Mammalia	Euarchontoglires	Rodentia	Ctenomyidae	Ctenomys	31597	low_coverage	CteSoc_v1	GCA_004027165.1_CteSoc_v1_BIUU_genomic.fna	PVKA01022462.1	+	23584	24977	1	464	1	1392	464	863	100	0	1	0	0	1394
proto.193-Dolichotis_patagonum	proto.193-Ctenomys_sociabilis	193	proto.193	Dolichotis_patagonum	Mammalia	Euarchontoglires	Rodentia	Caviidae	Dolichotis	31443	low_coverage	DolPat_v1	GCA_004027295.1_DolPat_v1_BIUU_genomic.fna	PVJX010554477.1	+	17	430	17	154	1	414	138	234	76.812	8.11	82	0	0	414
proto.193-Dolichotis_patagonum	proto.193-Ctenomys_sociabilis	193	proto.193	Dolichotis_patagonum	Mammalia	Euarchontoglires	Rodentia	Caviidae	Dolichotis	31508	low_coverage	DolPat_v1	GCA_004027295.1_DolPat_v1_BIUU_genomic.fna	PVJX011134857.1	+	3	242	90	169	1	240	80	140	81.25	1.4	45	0	0	240
proto.193-Dolichotis_patagonum	proto.193-Ctenomys_sociabilis	193	proto.193	Dolichotis_patagonum	Mammalia	Euarchontoglires	Rodentia	Caviidae	Dolichotis	31722	low_coverage	DolPat_v1	GCA_004027295.1_DolPat_v1_BIUU_genomic.fna	PVJX010415525.1	-	224	541	84	189	1	318	106	181	80.189	2.23	61	0	0	318
proto.193-Ctenomys_sociabilis	proto.193-Ctenomys_sociabilis	193	proto.193	Ctenomys_sociabilis	Mammalia	Euarchontoglires	Rodentia	Ctenomyidae	Ctenomys	31558	low_coverage	CteSoc_v1	GCA_004027165.1_CteSoc_v1_BIUU_genomic.fna	PVKA01048084.1	+	13088	13732	1	201	1	603	201	413	100	2.58	151	0	0	645
proto.193-Hydrochoerus_hydrochaeris	proto.193-Ctenomys_sociabilis	193	proto.193	Hydrochoerus_hydrochaeris	Mammalia	Euarchontoglires	Rodentia	Hydrochaeridae	Hydrochoerus	31731	low_coverage	HydHyd_v1_BIUU	GCA_004027455.1_HydHyd_v1_BIUU_genomic.fna	PVLA01084228.1	+	3	452	49	196	7	450	148	148	44.595	9.26	48	0	0	450
proto.193-Hydrochoerus_hydrochaeris	proto.193-Ctenomys_sociabilis	193	proto.193	Hydrochoerus_hydrochaeris	Mammalia	Euarchontoglires	Rodentia	Hydrochaeridae	Hydrochoerus	31759	low_coverage	HydHyd_v1_BIUU	GCA_004027455.1_HydHyd_v1_BIUU_genomic.fna	PVLA01127143.1	-	79	417	84	196	1	339	113	122	49.558	2.96	38	0	0	339
proto.193-Dolichotis_patagonum	proto.193-Ctenomys_sociabilis	193	proto.193	Dolichotis_patagonum	Mammalia	Euarchontoglires	Rodentia	Caviidae	Dolichotis	31868	low_coverage	DolPat_v1	GCA_004027295.1_DolPat_v1_BIUU_genomic.fna	PVJX010408422.1	-	6	560	9	183	31	555	175	285	75.429	5.03	101	0	0	555
proto.193-Dolichotis_patagonum	proto.193-Ctenomys_sociabilis	193	proto.193	Dolichotis_patagonum	Mammalia	Euarchontoglires	Rodentia	Caviidae	Dolichotis	31919	low_coverage	DolPat_v1	GCA_004027295.1_DolPat_v1_BIUU_genomic.fna	PVJX010659701.1	-	98	397	90	189	1	300	100	171	80	1.84	57	0	0	300
proto.193-Dolichotis_patagonum	proto.193-Ctenomys_sociabilis	193	proto.193	Dolichotis_patagonum	Mammalia	Euarchontoglires	Rodentia	Caviidae	Dolichotis	31988	low_coverage	DolPat_v1	GCA_004027295.1_DolPat_v1_BIUU_genomic.fna	PVJX010821374.1	-	76	324	107	189	1	249	83	140	79.518	8.27	46	0	0	249
proto.193-Dolichotis_patagonum	proto.193-Ctenomys_sociabilis	193	proto.193	Dolichotis_patagonum	Mammalia	Euarchontoglires	Rodentia	Caviidae	Dolichotis	32035	low_coverage	DolPat_v1	GCA_004027295.1_DolPat_v1_BIUU_genomic.fna	PVJX010813933.1	+	78	317	90	169	1	240	80	140	81.25	1.4	45	0	0	240
proto.194-Sarcophilus_harrisii	proto.194-Sarcophilus_harrisii	194	proto.194	Sarcophilus_harrisii	Mammalia	Unclassified	Dasyuromorphia	Dasyuridae	Sarcophilus	31244	complete	goldenpath_sarHar1	sarHar1.fa_6.fa	chr6_GL864827_random	-	1912708	1913899	1	397	1	1191	397	730	100	0	1	0	0	1192
proto.195-Sarcophilus_harrisii	proto.195-Sarcophilus_harrisii	195	proto.195	Sarcophilus_harrisii	Mammalia	Unclassified	Dasyuromorphia	Dasyuridae	Sarcophilus	31594	complete	goldenpath_sarHar1	sarHar1.fa_2.fa	chr2_GL841323_random	-	471422	471742	1	107	1	321	107	215	100	2.49	76	0	0	321
proto.196-Sarcophilus_harrisii	proto.196-Sarcophilus_harrisii	196	proto.196	Sarcophilus_harrisii	Mammalia	Unclassified	Dasyuromorphia	Dasyuridae	Sarcophilus	31412	complete	goldenpath_sarHar1	sarHar1.fa_3.fa	chr2_GL842354_random	+	121527	121994	1	156	1	468	156	249	100	2.55	88	0	0	468
proto.197-Octomys_mimax	proto.197-Dinomys_branickii	197	proto.197	Octomys_mimax	Mammalia	Euarchontoglires	Rodentia	Octodontidae	Octomys	31571	low_coverage	Oct_mimax_AO248_v1	GCA_002564305.1_Oct_mimax_AO248_v1_genomic.fna	NDGM010353265.1	-	138	1342	1	170	91	600	173	207	60.694	2.28	103	3	0	1205
proto.197-Cuniculus_paca	proto.197-Dinomys_branickii	197	proto.197	Cuniculus_paca	Mammalia	Euarchontoglires	Rodentia	Cuniculidae	Cuniculus	31959	low_coverage	CunPac_v1_BIUU	GCA_004365215.1_CunPac_v1_BIUU_genomic.fna	RJWT010410341.1	-	16	735	1	211	85	720	212	265	66.981	2.58	83	1	0	720
proto.197-Cuniculus_paca	proto.197-Dinomys_branickii	197	proto.197	Cuniculus_paca	Mammalia	Euarchontoglires	Rodentia	Cuniculidae	Cuniculus	32010	low_coverage	CunPac_v1_BIUU	GCA_004365215.1_CunPac_v1_BIUU_genomic.fna	RJWT010477291.1	-	16	735	1	211	85	720	212	259	66.981	1.31	81	1	0	720
