taxon	sequenceID	name	full_name	subfamily	genus	clade_ns	subclade_ns	clade_vp	subclade_vp	isolate	host_sci_name	sample_date	country
alignment/AL_AMDV/member/ncbi-curated-amdv/MG821258	MG821258	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Finland
alignment/AL_AMDV/member/ncbi-curated-amdv/MG821259	MG821259	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Finland
alignment/AL_AMDV/member/ncbi-curated-amdv/MG821261	MG821261	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Finland
alignment/AL_AMDV/member/ncbi-curated-amdv/MG821262	MG821262	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Finland
alignment/AL_AMDV/member/ncbi-curated-amdv/MG821263	MG821263	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Finland
alignment/AL_AMDV/member/ncbi-curated-amdv/MG821264	MG821264	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Finland
alignment/AL_AMDV/member/ncbi-curated-amdv/MG821268	MG821268	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Finland
alignment/AL_AMDV/member/ncbi-curated-amdv/MN862728	MN862728	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	MIVI-71	Neovison vison	-	Canada: British Columbia, Vancouver Island
alignment/AL_AMDV/member/ncbi-curated-amdv/MN862729	MN862729	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	MAVI-71	Martes americana	-	Canada: British Columbia, Vancouver Island
alignment/AL_AMDV/member/ncbi-curated-amdv/MN862730	MN862730	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	MIVI-15	Neovison vison	-	Canada: British Columbia, Vancouver Island
alignment/AL_AMDV/member/ncbi-curated-amdv/MN862731	MN862731	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	MIVI-26	Neovison vison	-	Canada: British Columbia, Vancouver Island
alignment/AL_AMDV/member/ncbi-curated-amdv/MN862732	MN862732	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	MIVI-14	Neovison vison	-	Canada: British Columbia, Vancouver Island
alignment/AL_AMDV/member/ncbi-curated-amdv/MN862733	MN862733	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	MIVI-63	Neovison vison	-	Canada: British Columbia, Vancouver Island
alignment/AL_AMDV/member/ncbi-curated-amdv/MN862734	MN862734	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	MAVI-78	Martes americana	-	Canada: British Columbia, Vancouver Island
alignment/AL_AMDV/member/ncbi-curated-amdv/MN862735	MN862735	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	MIVI-7	Neovison vison	-	Canada: British Columbia, Vancouver Island
alignment/AL_AMDV/member/ncbi-curated-amdv/MN862736	MN862736	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	MIVI-6	Neovison vison	-	Canada: British Columbia, Vancouver Island
alignment/AL_AMDV/member/ncbi-curated-amdv/MN862737	MN862737	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	MIVI-30	Neovison vison	-	Canada: British Columbia, Vancouver Island
alignment/AL_AMDV/member/ncbi-curated-amdv/MN862738	MN862738	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	MAVI-2	Martes americana	-	Canada: British Columbia, Vancouver Island
alignment/AL_AMDV/member/ncbi-curated-amdv/MN862739	MN862739	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	MIVI-32	Neovison vison	-	Canada: British Columbia, Vancouver Island
alignment/AL_AMDV/member/ncbi-curated-amdv/MN862740	MN862740	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	MIVI-60	Neovison vison	-	Canada: British Columbia, Vancouver Island
alignment/AL_AMDV/member/ncbi-curated-amdv/MT770839	MT770839	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Canada: Manitoba
alignment/AL_AMDV/member/ncbi-curated-amdv/MT770840	MT770840	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Canada: Newfoundland
alignment/AL_AMDV/member/ncbi-curated-amdv/MT770841	MT770841	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Canada: Newfoundland
alignment/AL_AMDV/member/ncbi-curated-amdv/MT770842	MT770842	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Canada: Newfoundland
alignment/AL_AMDV/member/ncbi-curated-amdv/MT770843	MT770843	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Canada: Newfoundland
alignment/AL_AMDV/member/ncbi-curated-amdv/MT770844	MT770844	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Canada: Newfoundland
alignment/AL_AMDV/member/ncbi-curated-amdv/MT770845	MT770845	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Canada: Newfoundland
alignment/AL_AMDV/member/ncbi-curated-amdv/MT770846	MT770846	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Vulpes vulpes	-	Canada: Newfoundland
alignment/AL_AMDV/member/ncbi-curated-amdv/MT770851	MT770851	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Canada: Newfoundland
alignment/AL_AMDV/member/ncbi-curated-amdv/MT770852	MT770852	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Canada: Newfoundland
alignment/AL_AMDV/member/ncbi-curated-amdv/MT770853	MT770853	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Canada: Newfoundland
alignment/AL_AMDV/member/ncbi-curated-amdv/MT770854	MT770854	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Canada: Newfoundland
alignment/AL_AMDV/member/ncbi-curated-amdv/MZ127159	MZ127159	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Poland
alignment/AL_AMDV/member/ncbi-curated-amdv/MZ127160	MZ127160	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Poland
alignment/AL_AMDV/member/ncbi-curated-amdv/MZ127161	MZ127161	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Poland
alignment/AL_AMDV/member/ncbi-curated-amdv/MZ127162	MZ127162	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	Neovison vison	-	Poland
alignment/AL_AMDV/member/ncbi-curated-amdv/X77083	X77083	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	Type 2	-	-	-
alignment/AL_AMDV/member/ncbi-curated-amdv/X77084	X77084	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	Type 3	-	-	-
alignment/AL_AMDV/member/ncbi-curated-amdv/X77085	X77085	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	Type 4	-	-	-
alignment/AL_AMDV/member/ncbi-curated-amdv/X97629	X97629	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	-
alignment/AL_AMDV/member/ncbi-curated-amdv/Z18276	Z18276	AMDV	Aleutian mink disease virus	-	Amdoparvovirus	-	-	-	-	-	-	-	-
