accession-ID	virus_subfamily	virus_genus	clade	length	virus_name	virus_full_name	host_species	host_common_name	virus_clade
JA400177	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400178	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400179	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400180	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400181	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400182	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400183	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400184	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400185	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400186	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400187	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400188	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400189	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400190	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400191	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400192	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400276	Parvovirinae	Dependoparvovirus	-	3162	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400278	Parvovirinae	Dependoparvovirus	-	3159	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400280	Parvovirinae	Dependoparvovirus	-	3158	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400284	Parvovirinae	Dependoparvovirus	-	3159	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400286	Parvovirinae	Dependoparvovirus	-	3160	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400287	Parvovirinae	Dependoparvovirus	-	3157	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400288	Parvovirinae	Dependoparvovirus	-	3163	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400309	Parvovirinae	Dependoparvovirus	-	2175	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400310	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400311	Parvovirinae	Dependoparvovirus	-	2205	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400312	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400313	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400314	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400315	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400316	Parvovirinae	Dependoparvovirus	-	2205	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400317	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400318	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400319	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400320	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400321	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400322	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400323	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400324	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JA400325	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JC043220	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JC043222	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JD011823	Parvovirinae	Dependoparvovirus	-	2052	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
JX896664	Parvovirinae	Dependoparvovirus	-	2181	AAV	Adeno-associated virus	Sus scrofa	Wild boar	AAV
JX896665	Parvovirinae	Dependoparvovirus	-	2181	AAV	Adeno-associated virus	Sus scrofa	Wild boar	AAV
JX896666	Parvovirinae	Dependoparvovirus	-	2151	AAV	Adeno-associated virus	Sus scrofa	Wild boar	AAV
JX896667	Parvovirinae	Dependoparvovirus	-	2184	AAV	Adeno-associated virus	Sus scrofa	Wild boar	AAV
KM349829	Parvovirinae	Dependoparvovirus	-	859	AAV	Adeno-associated virus	Sus scrofa	Wild boar	AAV
KM349830	Parvovirinae	Dependoparvovirus	-	864	AAV	Adeno-associated virus	Sus scrofa	Wild boar	AAV
KM349831	Parvovirinae	Dependoparvovirus	-	864	AAV	Adeno-associated virus	Sus scrofa	Wild boar	AAV
KM349832	Parvovirinae	Dependoparvovirus	-	864	AAV	Adeno-associated virus	Sus scrofa	Wild boar	AAV
KM349833	Parvovirinae	Dependoparvovirus	-	864	AAV	Adeno-associated virus	Sus scrofa	Wild boar	AAV
KM349834	Parvovirinae	Dependoparvovirus	-	864	AAV	Adeno-associated virus	Sus scrofa	Wild boar	AAV
KM349835	Parvovirinae	Dependoparvovirus	-	912	AAV	Adeno-associated virus	Sus scrofa	Wild boar	AAV
KM349836	Parvovirinae	Dependoparvovirus	-	912	AAV	Adeno-associated virus	Sus scrofa	Wild boar	AAV
KM349837	Parvovirinae	Dependoparvovirus	-	918	AAV	Adeno-associated virus	Sus scrofa	Wild boar	AAV
KM349838	Parvovirinae	Dependoparvovirus	-	918	AAV	Adeno-associated virus	Sus scrofa	Wild boar	AAV
KM349839	Parvovirinae	Dependoparvovirus	-	912	AAV	Adeno-associated virus	Sus scrofa	Wild boar	AAV
KM349840	Parvovirinae	Dependoparvovirus	-	912	AAV	Adeno-associated virus	Sus scrofa	Wild boar	AAV
KM349841	Parvovirinae	Dependoparvovirus	-	912	AAV	Adeno-associated virus	Sus scrofa	Wild boar	AAV
KM349842	Parvovirinae	Dependoparvovirus	-	912	AAV	Adeno-associated virus	Sus scrofa	Wild boar	AAV
KM349843	Parvovirinae	Dependoparvovirus	-	864	AAV	Adeno-associated virus	Sus scrofa	Wild boar	AAV
KM349844	Parvovirinae	Dependoparvovirus	-	912	AAV	Adeno-associated virus	Sus scrofa	Wild boar	AAV
KM349845	Parvovirinae	Dependoparvovirus	-	864	AAV	Adeno-associated virus	Sus scrofa	Wild boar	AAV
KM349846	Parvovirinae	Dependoparvovirus	-	912	AAV	Adeno-associated virus	Sus scrofa	Wild boar	AAV
KM349847	Parvovirinae	Dependoparvovirus	-	918	AAV	Adeno-associated virus	Sus scrofa	Wild boar	AAV
KM349848	Parvovirinae	Dependoparvovirus	-	2178	AAV	Adeno-associated virus	Sus scrofa	Wild boar	AAV
KM349849	Parvovirinae	Dependoparvovirus	-	2187	AAV	Adeno-associated virus	Sus scrofa	Wild boar	AAV
KT235804	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
KT235805	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
KT235806	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
KT235807	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
KT235808	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
KT235809	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
KT235810	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
KT235811	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
KT235812	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
KX583629	Parvovirinae	Dependoparvovirus	-	4857	AAV	Adeno-associated virus	Cairina moschata	Muscovy duck 	AAV
KX675256	Parvovirinae	Dependoparvovirus	-	507	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
KX708593	Parvovirinae	Dependoparvovirus	-	515	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
KX788853	Parvovirinae	Dependoparvovirus	-	558	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
KX788854	Parvovirinae	Dependoparvovirus	-	517	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
KX788855	Parvovirinae	Dependoparvovirus	-	511	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
KX788856	Parvovirinae	Dependoparvovirus	-	513	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LF147914	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LF643463	Parvovirinae	Dependoparvovirus	-	2052	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LF847013	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LF847014	Parvovirinae	Dependoparvovirus	-	2205	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LG000190	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LG168866	Parvovirinae	Dependoparvovirus	-	2052	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LG236477	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LG236478	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LG236479	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LG236480	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LG236481	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LG236482	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LG236483	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LG236601	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LG236602	Parvovirinae	Dependoparvovirus	-	2205	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LQ220011	Parvovirinae	Dependoparvovirus	-	2052	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LQ420606	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LQ420607	Parvovirinae	Dependoparvovirus	-	2205	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LQ422567	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LQ422576	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LQ422577	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LQ422578	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LQ422579	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LQ422580	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LQ422581	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LQ715483	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LQ715485	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LQ753672	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LQ753674	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LQ753676	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LQ753678	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LQ753680	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LQ753682	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LQ753684	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LQ753686	Parvovirinae	Dependoparvovirus	-	2205	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LQ753688	Parvovirinae	Dependoparvovirus	-	2205	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LQ753705	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LQ753713	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LV481495	Parvovirinae	Dependoparvovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LV481496	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LV481497	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LV481498	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LV481499	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LV481500	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LV481501	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LV481502	Parvovirinae	Dependoparvovirus	-	2205	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LV481503	Parvovirinae	Dependoparvovirus	-	2205	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LV481504	Parvovirinae	Dependoparvovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LX275635	Parvovirinae	Dependoparvovirus	-	2181	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LZ950375	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LZ950376	Parvovirinae	Dependoparvovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LZ950377	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LZ950378	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LZ950379	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LZ950380	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
LZ950381	Parvovirinae	Dependoparvovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	AAV
DQ180604	Parvovirinae	Dependoparvovirus	-	4259	AAV NK	Adeno-associated virus VR-195	Homo sapiens	Human	AAV
DQ180605	Parvovirinae	Dependoparvovirus	-	4222	AAV NK	Adeno-associated virus VR-355	Homo sapiens	Human	AAV
AF063497	Parvovirinae	Dependoparvovirus	-	4718	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	AAV
AX496941	Parvovirinae	Dependoparvovirus	-	1872	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	AAV
AX703450	Parvovirinae	Dependoparvovirus	-	1872	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	AAV
AX720890	Parvovirinae	Dependoparvovirus	-	1872	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	AAV
AX753251	Parvovirinae	Dependoparvovirus	-	4718	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	AAV
AX925279	Parvovirinae	Dependoparvovirus	-	1872	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	AAV
AX925538	Parvovirinae	Dependoparvovirus	-	1872	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	AAV
BD293513	Parvovirinae	Dependoparvovirus	-	1872	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	AAV
DI393761	Parvovirinae	Dependoparvovirus	-	4718	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	AAV
FB292908	Parvovirinae	Dependoparvovirus	-	4718	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	AAV
FB292911	Parvovirinae	Dependoparvovirus	-	1872	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	AAV
FB292913	Parvovirinae	Dependoparvovirus	-	1641	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	AAV
FB292915	Parvovirinae	Dependoparvovirus	-	1200	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	AAV
FB292917	Parvovirinae	Dependoparvovirus	-	969	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	AAV
FB292919	Parvovirinae	Dependoparvovirus	-	2211	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	AAV
FB292921	Parvovirinae	Dependoparvovirus	-	1800	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	AAV
FB292923	Parvovirinae	Dependoparvovirus	-	1605	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	AAV
HV749698	Parvovirinae	Dependoparvovirus	-	2208	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	AAV
HV955995	Parvovirinae	Dependoparvovirus	-	678	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	AAV
HV961290	Parvovirinae	Dependoparvovirus	-	2211	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	AAV
HW608043	Parvovirinae	Dependoparvovirus	-	4718	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	AAV
HW904390	Parvovirinae	Dependoparvovirus	-	2208	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	AAV
HZ796969	Parvovirinae	Dependoparvovirus	-	678	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	AAV
JB292180	Parvovirinae	Dependoparvovirus	-	4718	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	AAV
JC278188	Parvovirinae	Dependoparvovirus	-	4718	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	AAV
JC285043	Parvovirinae	Dependoparvovirus	-	4718	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	AAV
JC527778	Parvovirinae	Dependoparvovirus	-	2211	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	AAV
LP862066	Parvovirinae	Dependoparvovirus	-	2211	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	AAV
LX153636	Parvovirinae	Dependoparvovirus	-	4718	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	AAV
LY408688	Parvovirinae	Dependoparvovirus	-	4718	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	AAV
LZ233295	Parvovirinae	Dependoparvovirus	-	4718	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	AAV
MA152552	Parvovirinae	Dependoparvovirus	-	2211	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	AAV
NC_002077	Parvovirinae	Dependoparvovirus	-	4718	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	AAV
AY631965	Parvovirinae	Dependoparvovirus	-	4102	AAV-10	Adeno-associated virus 10	Homo sapiens	Human	AAV
HV956003	Parvovirinae	Dependoparvovirus	-	606	AAV-10	Adeno-associated virus 10	Homo sapiens	Human	AAV
HZ796977	Parvovirinae	Dependoparvovirus	-	606	AAV-10	Adeno-associated virus 10	Homo sapiens	Human	AAV
JA062746	Parvovirinae	Dependoparvovirus	-	3172	AAV-10	Adeno-associated virus 10	Homo sapiens	Human	AAV
JA062748	Parvovirinae	Dependoparvovirus	-	3172	AAV-10	Adeno-associated virus 10	Homo sapiens	Human	AAV
JA231997	Parvovirinae	Dependoparvovirus	-	3172	AAV-10	Adeno-associated virus 10	Homo sapiens	Human	AAV
JA231999	Parvovirinae	Dependoparvovirus	-	3172	AAV-10	Adeno-associated virus 10	Homo sapiens	Human	AAV
JA232233	Parvovirinae	Dependoparvovirus	-	3172	AAV-10	Adeno-associated virus 10	Homo sapiens	Human	AAV
JA232235	Parvovirinae	Dependoparvovirus	-	3172	AAV-10	Adeno-associated virus 10	Homo sapiens	Human	AAV
JA400283	Parvovirinae	Dependoparvovirus	-	3172	AAV-10	Adeno-associated virus 10	Homo sapiens	Human	AAV
JA400285	Parvovirinae	Dependoparvovirus	-	3172	AAV-10	Adeno-associated virus 10	Homo sapiens	Human	AAV
JD011822	Parvovirinae	Dependoparvovirus	-	4472	AAV-10	Adeno-associated virus	Homo sapiens	Human	AAV
LF643462	Parvovirinae	Dependoparvovirus	-	4472	AAV-10	Adeno-associated virus	Homo sapiens	Human	AAV
LG168865	Parvovirinae	Dependoparvovirus	-	4472	AAV-10	Adeno-associated virus	Homo sapiens	Human	AAV
LP899424	Parvovirinae	Dependoparvovirus	-	4472	AAV-10	Adeno-associated virus	Homo sapiens	Human	AAV
LQ220010	Parvovirinae	Dependoparvovirus	-	4472	AAV-10	Adeno-associated virus 10	Homo sapiens	Human	AAV
LX153645	Parvovirinae	Dependoparvovirus	-	4102	AAV-10	Adeno-associated virus 10	Homo sapiens	Human	AAV
LY408697	Parvovirinae	Dependoparvovirus	-	4102	AAV-10	Adeno-associated virus 10	Homo sapiens	Human	AAV
AY631966	Parvovirinae	Dependoparvovirus	-	4087	AAV-11	Adeno-associated virus 11	Homo sapiens	Human	AAV
HV956004	Parvovirinae	Dependoparvovirus	-	594	AAV-11	Adeno-associated virus 11	Homo sapiens	Human	AAV
HZ796978	Parvovirinae	Dependoparvovirus	-	594	AAV-11	Adeno-associated virus 11	Homo sapiens	Human	AAV
JB292190	Parvovirinae	Dependoparvovirus	-	4087	AAV-11	Adeno-associated virus 11	Homo sapiens	Human	AAV
LX153646	Parvovirinae	Dependoparvovirus	-	4087	AAV-11	Adeno-associated virus 11	Homo sapiens	Human	AAV
LY408698	Parvovirinae	Dependoparvovirus	-	4087	AAV-11	Adeno-associated virus 11	Homo sapiens	Human	AAV
DQ813647	Parvovirinae	Dependoparvovirus	-	4213	AAV-12	Adeno-associated virus 12	Homo sapiens	Human	AAV
HV956005	Parvovirinae	Dependoparvovirus	-	621	AAV-12	Adeno-associated virus 12	Homo sapiens	Human	AAV
HZ796979	Parvovirinae	Dependoparvovirus	-	621	AAV-12	Adeno-associated virus 12	Homo sapiens	Human	AAV
LX153647	Parvovirinae	Dependoparvovirus	-	4213	AAV-12	Adeno-associated virus 12	Homo sapiens	Human	AAV
LY408699	Parvovirinae	Dependoparvovirus	-	4213	AAV-12	Adeno-associated virus 12	Homo sapiens	Human	AAV
EU285562	Parvovirinae	Dependoparvovirus	-	4180	AAV-13	Adeno-associated virus 13	Homo sapiens	Human	AAV
HV956008	Parvovirinae	Dependoparvovirus	-	627	AAV-13	Adeno-associated virus 13	Homo sapiens	Human	AAV
HZ796982	Parvovirinae	Dependoparvovirus	-	627	AAV-13	Adeno-associated virus 13	Homo sapiens	Human	AAV
JB292191	Parvovirinae	Dependoparvovirus	-	4180	AAV-13	Adeno-associated virus 13	Homo sapiens	Human	AAV
LX153648	Parvovirinae	Dependoparvovirus	-	4180	AAV-13	Adeno-associated virus 13	Homo sapiens	Human	AAV
LY408700	Parvovirinae	Dependoparvovirus	-	4180	AAV-13	Adeno-associated virus 13	Homo sapiens	Human	AAV
AF043303	Parvovirinae	Dependoparvovirus	-	4679	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AH002785	Parvovirinae	Dependoparvovirus	-	1554	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AX135805	Parvovirinae	Dependoparvovirus	-	4675	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AX282480	Parvovirinae	Dependoparvovirus	-	4679	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AX286292	Parvovirinae	Dependoparvovirus	-	4675	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AX344105	Parvovirinae	Dependoparvovirus	-	606	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AX496931	Parvovirinae	Dependoparvovirus	-	1866	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AX496933	Parvovirinae	Dependoparvovirus	-	1866	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AX496945	Parvovirinae	Dependoparvovirus	-	1611	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AX496947	Parvovirinae	Dependoparvovirus	-	1611	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AX496949	Parvovirinae	Dependoparvovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AX496953	Parvovirinae	Dependoparvovirus	-	939	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AX703440	Parvovirinae	Dependoparvovirus	-	1866	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AX703442	Parvovirinae	Dependoparvovirus	-	1866	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AX703454	Parvovirinae	Dependoparvovirus	-	1611	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AX703456	Parvovirinae	Dependoparvovirus	-	1611	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AX703458	Parvovirinae	Dependoparvovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AX703462	Parvovirinae	Dependoparvovirus	-	939	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AX720880	Parvovirinae	Dependoparvovirus	-	1866	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AX720882	Parvovirinae	Dependoparvovirus	-	1866	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AX720894	Parvovirinae	Dependoparvovirus	-	1611	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AX720896	Parvovirinae	Dependoparvovirus	-	1611	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AX720898	Parvovirinae	Dependoparvovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AX720902	Parvovirinae	Dependoparvovirus	-	939	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AX753252	Parvovirinae	Dependoparvovirus	-	4675	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AX925269	Parvovirinae	Dependoparvovirus	-	1866	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
