accession-ID	length	lab_construct	virus_name	virus_full_name	host_species	host_common_name	assign_clade	assign_subclade	virus_clade_ns	virus_subclade_ns	virus_clade_vp	virus_subclade_vp	virus_subfamily	virus_genus
J01902	2116	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231989	3161	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231990	3162	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231991	3164	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231992	3159	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231993	3156	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231995	3167	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231996	3161	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232003	3161	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232225	3161	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232227	3164	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232229	3156	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232231	3167	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232232	3161	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232239	3161	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA400279	3156	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA400282	3161	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA400289	3161	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA614281	1866	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA793972	4679	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JB292181	4679	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JC527779	2208	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
KY271943	4429	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LG236601	2208	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LP862067	2208	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LP994399	1866	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LQ493094	1876	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LQ498687	2208	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LQ514294	1876	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LQ576817	2208	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LQ624228	1194	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LQ624229	1194	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LQ624230	1194	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LQ624231	1194	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LQ624232	1194	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LQ624234	1876	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LQ624237	1194	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LX153625	1876	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LX153637	4679	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LY330754	2208	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LY408677	1876	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LY408689	4679	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LZ990128	4679	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
MA152553	2208	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
MA256270	2208	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
NC_001401	4679	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
V01457	653	FALSE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX135805	4675	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX282480	4679	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX286292	4675	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX344105	606	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX496931	1866	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX496933	1866	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX496945	1611	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX496947	1611	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX496949	1194	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX496953	939	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX703440	1866	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX703442	1866	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX703454	1611	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX703456	1611	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX703458	1194	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX703462	939	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX720880	1866	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX720882	1866	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX720894	1611	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX720896	1611	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX720898	1194	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX720902	939	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX753252	4675	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX925269	1866	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX925271	1866	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX925283	1611	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX925285	1611	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX925287	1194	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX925291	939	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX925528	1866	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX925530	1866	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX925542	1611	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX925544	1611	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX925546	1194	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX925550	939	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
FW506001	4680	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
FW590643	1194	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
FW590644	1194	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
FW590645	1194	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
FW590646	1194	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
FW590647	1194	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
FW590648	1876	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
FW590650	1194	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
FZ418915	1876	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
GN041925	1194	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
GN041926	1194	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
GN041927	1194	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
GN041928	1194	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
GN041929	1194	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
GN041931	1876	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
GN041934	1194	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
GN116629	1876	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
HW797968	1194	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
HW797969	1194	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
HW797970	1194	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
HW797971	1876	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
HW797973	1194	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA062738	3161	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA062739	3162	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA062740	3164	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA062741	3159	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA062744	3167	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA062745	3161	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA400275	3161	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA400277	3164	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA400281	3167	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LG249852	5511	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LG249853	5688	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LG249854	5613	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LG249855	5362	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LG249856	5464	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LG249862	5430	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LG249863	5779	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LG249864	5962	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LG249865	5919	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LG249866	5306	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LG249867	5461	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LG249868	5327	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LG249869	5309	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LG249870	5532	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LG249871	5877	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LG249874	5504	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LG249875	5507	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LG249876	5311	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LG249877	5156	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LG249878	5178	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LG249879	5160	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LG249880	5383	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LG249881	5728	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LG249882	5905	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LG249883	5355	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LG249884	5618	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LG249885	5993	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
