sequenceID	subfamily	genus	clade	length	name	full_name	host_sci_name	host_common_name	virus_subfamily	virus_genus
JA400117	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400118	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400119	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400120	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400121	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400122	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400123	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400124	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400125	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400126	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400127	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400128	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400129	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400130	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400131	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400132	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400133	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400134	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400135	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400136	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400137	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400138	Parvovirinae	Dependovirus	-	2196	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400139	Parvovirinae	Dependovirus	-	2196	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400140	Parvovirinae	Dependovirus	-	2196	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400141	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400142	Parvovirinae	Dependovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400143	Parvovirinae	Dependovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400144	Parvovirinae	Dependovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400145	Parvovirinae	Dependovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400146	Parvovirinae	Dependovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400147	Parvovirinae	Dependovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400148	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400149	Parvovirinae	Dependovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400150	Parvovirinae	Dependovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400151	Parvovirinae	Dependovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400152	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400153	Parvovirinae	Dependovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400154	Parvovirinae	Dependovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400155	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400156	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400157	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400158	Parvovirinae	Dependovirus	-	2209	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400159	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400160	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400161	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400162	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400163	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400164	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400165	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400166	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400167	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400168	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400169	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400170	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400171	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400172	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400173	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400174	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400175	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400176	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400177	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400178	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400179	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400180	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400181	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400182	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400183	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400184	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400185	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400186	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400187	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400188	Parvovirinae	Dependovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400189	Parvovirinae	Dependovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400190	Parvovirinae	Dependovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400191	Parvovirinae	Dependovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400192	Parvovirinae	Dependovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400276	Parvovirinae	Dependovirus	-	3162	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400278	Parvovirinae	Dependovirus	-	3159	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400280	Parvovirinae	Dependovirus	-	3158	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400284	Parvovirinae	Dependovirus	-	3159	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400286	Parvovirinae	Dependovirus	-	3160	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400287	Parvovirinae	Dependovirus	-	3157	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400288	Parvovirinae	Dependovirus	-	3163	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400309	Parvovirinae	Dependovirus	-	2175	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400310	Parvovirinae	Dependovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400311	Parvovirinae	Dependovirus	-	2205	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400312	Parvovirinae	Dependovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400313	Parvovirinae	Dependovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400314	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400315	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400316	Parvovirinae	Dependovirus	-	2205	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400317	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400318	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400319	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400320	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400321	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400322	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400323	Parvovirinae	Dependovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400324	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400325	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JC043220	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JC043222	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JD011823	Parvovirinae	Dependovirus	-	2052	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
JX896664	Parvovirinae	Dependovirus	-	2181	AAV	Adeno-associated virus	Sus scrofa	Wild boar	Parvovirinae	Dependovirus
JX896665	Parvovirinae	Dependovirus	-	2181	AAV	Adeno-associated virus	Sus scrofa	Wild boar	Parvovirinae	Dependovirus
JX896666	Parvovirinae	Dependovirus	-	2151	AAV	Adeno-associated virus	Sus scrofa	Wild boar	Parvovirinae	Dependovirus
JX896667	Parvovirinae	Dependovirus	-	2184	AAV	Adeno-associated virus	Sus scrofa	Wild boar	Parvovirinae	Dependovirus
KM349829	Parvovirinae	Dependovirus	-	859	AAV	Adeno-associated virus	Sus scrofa	Wild boar	Parvovirinae	Dependovirus
KM349830	Parvovirinae	Dependovirus	-	864	AAV	Adeno-associated virus	Sus scrofa	Wild boar	Parvovirinae	Dependovirus
KM349831	Parvovirinae	Dependovirus	-	864	AAV	Adeno-associated virus	Sus scrofa	Wild boar	Parvovirinae	Dependovirus
KM349832	Parvovirinae	Dependovirus	-	864	AAV	Adeno-associated virus	Sus scrofa	Wild boar	Parvovirinae	Dependovirus
KM349833	Parvovirinae	Dependovirus	-	864	AAV	Adeno-associated virus	Sus scrofa	Wild boar	Parvovirinae	Dependovirus
KM349834	Parvovirinae	Dependovirus	-	864	AAV	Adeno-associated virus	Sus scrofa	Wild boar	Parvovirinae	Dependovirus
KM349835	Parvovirinae	Dependovirus	-	912	AAV	Adeno-associated virus	Sus scrofa	Wild boar	Parvovirinae	Dependovirus
KM349836	Parvovirinae	Dependovirus	-	912	AAV	Adeno-associated virus	Sus scrofa	Wild boar	Parvovirinae	Dependovirus
KM349837	Parvovirinae	Dependovirus	-	918	AAV	Adeno-associated virus	Sus scrofa	Wild boar	Parvovirinae	Dependovirus
KM349838	Parvovirinae	Dependovirus	-	918	AAV	Adeno-associated virus	Sus scrofa	Wild boar	Parvovirinae	Dependovirus
KM349839	Parvovirinae	Dependovirus	-	912	AAV	Adeno-associated virus	Sus scrofa	Wild boar	Parvovirinae	Dependovirus
KM349840	Parvovirinae	Dependovirus	-	912	AAV	Adeno-associated virus	Sus scrofa	Wild boar	Parvovirinae	Dependovirus
KM349841	Parvovirinae	Dependovirus	-	912	AAV	Adeno-associated virus	Sus scrofa	Wild boar	Parvovirinae	Dependovirus
KM349842	Parvovirinae	Dependovirus	-	912	AAV	Adeno-associated virus	Sus scrofa	Wild boar	Parvovirinae	Dependovirus
KM349843	Parvovirinae	Dependovirus	-	864	AAV	Adeno-associated virus	Sus scrofa	Wild boar	Parvovirinae	Dependovirus
KM349844	Parvovirinae	Dependovirus	-	912	AAV	Adeno-associated virus	Sus scrofa	Wild boar	Parvovirinae	Dependovirus
KM349845	Parvovirinae	Dependovirus	-	864	AAV	Adeno-associated virus	Sus scrofa	Wild boar	Parvovirinae	Dependovirus
KM349846	Parvovirinae	Dependovirus	-	912	AAV	Adeno-associated virus	Sus scrofa	Wild boar	Parvovirinae	Dependovirus
KM349847	Parvovirinae	Dependovirus	-	918	AAV	Adeno-associated virus	Sus scrofa	Wild boar	Parvovirinae	Dependovirus
KM349848	Parvovirinae	Dependovirus	-	2178	AAV	Adeno-associated virus	Sus scrofa	Wild boar	Parvovirinae	Dependovirus
KM349849	Parvovirinae	Dependovirus	-	2187	AAV	Adeno-associated virus	Sus scrofa	Wild boar	Parvovirinae	Dependovirus
KT235804	Parvovirinae	Dependovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
KT235805	Parvovirinae	Dependovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
KT235806	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
KT235807	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
KT235808	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
KT235809	Parvovirinae	Dependovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
KT235810	Parvovirinae	Dependovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
KT235811	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
KT235812	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
KX583629	Parvovirinae	Dependovirus	-	4857	AAV	Adeno-associated virus	Cairina moschata	Muscovy duck 	Parvovirinae	Dependovirus
KX675256	Parvovirinae	Dependovirus	-	507	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
KX708593	Parvovirinae	Dependovirus	-	515	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
KX788853	Parvovirinae	Dependovirus	-	558	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
KX788854	Parvovirinae	Dependovirus	-	517	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
KX788855	Parvovirinae	Dependovirus	-	511	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
KX788856	Parvovirinae	Dependovirus	-	513	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LF147914	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LF643463	Parvovirinae	Dependovirus	-	2052	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LF847013	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LF847014	Parvovirinae	Dependovirus	-	2205	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LG000190	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LG168866	Parvovirinae	Dependovirus	-	2052	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LG236477	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LG236478	Parvovirinae	Dependovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LG236479	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LG236480	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LG236481	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LG236482	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LG236483	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LG236601	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LG236602	Parvovirinae	Dependovirus	-	2205	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ220011	Parvovirinae	Dependovirus	-	2052	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ420606	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ420607	Parvovirinae	Dependovirus	-	2205	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ422567	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ422576	Parvovirinae	Dependovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ422577	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ422578	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ422579	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ422580	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ422581	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ715483	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ715485	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ753672	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ753674	Parvovirinae	Dependovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ753676	Parvovirinae	Dependovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ753678	Parvovirinae	Dependovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ753680	Parvovirinae	Dependovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ753682	Parvovirinae	Dependovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ753684	Parvovirinae	Dependovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ753686	Parvovirinae	Dependovirus	-	2205	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ753688	Parvovirinae	Dependovirus	-	2205	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ753705	Parvovirinae	Dependovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ753713	Parvovirinae	Dependovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481495	Parvovirinae	Dependovirus	-	2208	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481496	Parvovirinae	Dependovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481497	Parvovirinae	Dependovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481498	Parvovirinae	Dependovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481499	Parvovirinae	Dependovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481500	Parvovirinae	Dependovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481501	Parvovirinae	Dependovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481502	Parvovirinae	Dependovirus	-	2205	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481503	Parvovirinae	Dependovirus	-	2205	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481504	Parvovirinae	Dependovirus	-	2211	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LX275635	Parvovirinae	Dependovirus	-	2181	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LZ950375	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LZ950376	Parvovirinae	Dependovirus	-	2214	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LZ950377	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LZ950378	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LZ950379	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LZ950380	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LZ950381	Parvovirinae	Dependovirus	-	2217	AAV	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
DQ180604	Parvovirinae	Dependovirus	-	4259	AAV NK	Adeno-associated virus VR-195	Homo sapiens	Human	Parvovirinae	Dependovirus
DQ180605	Parvovirinae	Dependovirus	-	4222	AAV NK	Adeno-associated virus VR-355	Homo sapiens	Human	Parvovirinae	Dependovirus
AF063497	Parvovirinae	Dependovirus	-	4718	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	Parvovirinae	Dependovirus
AX496941	Parvovirinae	Dependovirus	-	1872	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	Parvovirinae	Dependovirus
AX703450	Parvovirinae	Dependovirus	-	1872	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	Parvovirinae	Dependovirus
AX720890	Parvovirinae	Dependovirus	-	1872	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	Parvovirinae	Dependovirus
AX753251	Parvovirinae	Dependovirus	-	4718	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	Parvovirinae	Dependovirus
AX925279	Parvovirinae	Dependovirus	-	1872	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	Parvovirinae	Dependovirus
AX925538	Parvovirinae	Dependovirus	-	1872	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	Parvovirinae	Dependovirus
BD293513	Parvovirinae	Dependovirus	-	1872	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	Parvovirinae	Dependovirus
DI393761	Parvovirinae	Dependovirus	-	4718	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	Parvovirinae	Dependovirus
FB292908	Parvovirinae	Dependovirus	-	4718	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	Parvovirinae	Dependovirus
