record_id	sequenceID	organism	Class	Superorder	Order	Family	Genus	virus_genus	target_version	target_name	scaffold	extract_start	extract_end	sequence_length	assigned_name	assigned_gene	orientation	bitscore	identity
457	Equus_caballus_Dependo_457	Equus_caballus	Mammalia	Laurasiatheria	Perissodactyla	Equidae	Equus	Dependoparvovirus	goldenpath_equCab2_Dec13	chr8.fa	chr8	1277542	1277694	153	Goose-parvovirus	NS	-	66.6	57.692
66829	Equus_caballus_Dependo_66829	Equus_caballus	Mammalia	Laurasiatheria	Perissodactyla	Equidae	Equus	Dependoparvovirus	goldenpath_equCab2_Dec13	chrX.fa	chrX	77090851	77091244	394	Adeno-associated-virus-5	NS	-	73.6	63.462
126648	Equus_caballus_fjord_Dependo_126648	Equus_caballus_fjord	Mammalia	Laurasiatheria	Perissodactyla	Equidae	Equus	Dependoparvovirus	Henan_EquCab2_17Aug	Norwegian_fjord_equcab2.REF_chr8cons.fa	chr8	1277542	1277775	234	Adeno-associated-virus-2	NS	-	73.9	47.945
126650	Equus_caballus_icelandic_Dependo_126650	Equus_caballus_icelandic	Mammalia	Laurasiatheria	Perissodactyla	Equidae	Equus	Dependoparvovirus	Henan_EquCab2_17Aug	Icelandic_equcab2.REF_chr8.cons.fa	chr8	1277542	1277775	234	Adeno-associated-virus-2	NS	-	73.9	47.945
69198	Equus_ferus_przewalskii_Dependo_69198	Equus_ferus_przewalskii	Mammalia	Laurasiatheria	Perissodactyla	Equidae	Equus	Dependoparvovirus	ncbi_9798_15Dec2014	9798_ref_Burgud_chrUn.fa	gi|662821819|ref|NW_007675382.1|	48184	48417	234	Adeno-associated-virus-2	NS	-	73.9	47.945
67096	Equus_grevyi_Dependo_67096	Equus_grevyi	Mammalia	Laurasiatheria	Perissodactyla	Equidae	Equus	Dependoparvovirus	Henan_16MAR2017	Equus_grevyi.cns.fa	chr8	1277542	1277715	174	Adeno-associated-virus-2	NS	-	62.4	49.153
67130	Equus_grevyi_Dependo_67130	Equus_grevyi	Mammalia	Laurasiatheria	Perissodactyla	Equidae	Equus	Dependoparvovirus	Henan_16MAR2017	Equus_grevyi.cns.fa	chrX	77091065	77091244	180	Adeno-associated-virus-5	NS	-	73.6	63.462
69054	Equus_hemionus_Dependo_69054	Equus_hemionus	Mammalia	Laurasiatheria	Perissodactyla	Equidae	Equus	Dependoparvovirus	Henan_21MAR2017	Equus_hemionus.cns.fa	scaffold15255	44734	44907	174	Adeno-associated-virus-2	NS	-	62.4	49.153
69199	Equus_hemionus_Dependo_69199	Equus_hemionus	Mammalia	Laurasiatheria	Perissodactyla	Equidae	Equus	Dependoparvovirus	Henan_21MAR2017	Equus_hemionus.cns.fa	scaffold41305	25182	25340	159	Adeno-associated-virus-5	NS	-	71.2	62.745
69055	Equus_kiang_Dependo_69055	Equus_kiang	Mammalia	Laurasiatheria	Perissodactyla	Equidae	Equus	Dependoparvovirus	Henan_21MAR2017	Equus_kiang.cns.fa	scaffold15255	44734	44907	174	Adeno-associated-virus-2	NS	-	62.4	49.153
68330	Equus_kiang_Dependo_68330	Equus_kiang	Mammalia	Laurasiatheria	Perissodactyla	Equidae	Equus	Dependoparvovirus	Henan_21MAR2017	Equus_kiang.cns.fa	scaffold41305	25182	25361	180	Adeno-associated-virus-5	NS	-	73.6	63.462
67097	Equus_zebra_hartmannae_Dependo_67097	Equus_zebra_hartmannae	Mammalia	Laurasiatheria	Perissodactyla	Equidae	Equus	Dependoparvovirus	Henan_16MAR2017	Equus_zebra_hartmannae.cns.fa	chr8	1277542	1277715	174	Adeno-associated-virus-2	NS	-	63.2	49.153
67131	Equus_zebra_hartmannae_Dependo_67131	Equus_zebra_hartmannae	Mammalia	Laurasiatheria	Perissodactyla	Equidae	Equus	Dependoparvovirus	Henan_16MAR2017	Equus_zebra_hartmannae.cns.fa	chrX	77091065	77091244	180	Adeno-associated-virus-5	NS	-	73.6	63.462
214488	Erethizon_dorsatum_Dependo_214488	Erethizon_dorsatum	Mammalia	Euarchontoglires	Rodentia	Erethizontidae	Erethizon	Dependoparvovirus	GSC_porc_1.0	GCA_006547115.1_GSC_porc_1.0_genomic.fna	ML655423.1	14232322	14233548	1227	Adeno-associated-virus-4	NS	-	602	68.116
120948	Erythrura_gouldiae_Dependo_120948	Erythrura_gouldiae	Aves	Neognathae	Passeriformes	Estrildidae	Erythrura	Dependoparvovirus	GouldianFinchv1	GCA_003676055.1_GouldianFinch_genomic.fna	QUSF01000025.1	6970774	6971061	288	Bat-adeno-associated-virus-YNM	VP	-	69.3	43.299
127530	Eschrichtius_robustus_Dependo_127530	Eschrichtius_robustus	Mammalia	Laurasiatheria	Cetacea	Eschrichtiidae	Eschrichtius	Dependoparvovirus	ASM218922v1	GCA_002189225.1_ASM218922v1_genomic.fna	NIPP01000049.1	530460	534318	3859	Adeno-associated-virus-5	VP	+	274	54.941
127313	Eulemur_flavifrons_Dependo_127313	Eulemur_flavifrons	Mammalia	Euarchontoglires	Primates	Lemuridae	Eulemur	Dependoparvovirus	Eflavifronsk33QCA	GCA_001262665.1_Eflavifronsk33QCA_genomic.fna	LGHW01005313.1	140526	142442	1917	Adeno-associated-virus-8	NS	-	575	58.835
66906	Eulemur_flavifrons_Dependo_66906	Eulemur_flavifrons	Mammalia	Euarchontoglires	Primates	Lemuridae	Eulemur	Dependoparvovirus	Eflavifronsk33QCA	GCA_001262665.1_Eflavifronsk33QCA_genomic.fna	LGHW01006933.1	8486	9292	807	Adeno-associated-virus-5	VP	+	180	40.074
127795	Eulemur_fulvus_Dependo_127795	Eulemur_fulvus	Mammalia	Euarchontoglires	Primates	Lemuridae	Eulemur	Dependoparvovirus	EulFul_v1	GCA_004027275.1_EulFul_v1_BIUU_genomic.fna	PVJU010013730.1	9608	10261	654	Adeno-associated-virus-2	NS	+	336	79.793
127387	Eulemur_macaco_Dependo_127387	Eulemur_macaco	Mammalia	Euarchontoglires	Primates	Lemuridae	Eulemur	Dependoparvovirus	Emacaco_refEf	GCA_001262655.1_Emacaco_refEf_BWA_oneround_genomic.fa	LGHX01005234.1	139401	141317	1917	Adeno-associated-virus-8	NS	-	577	58.835
66897	Eulemur_macaco_Dependo_66897	Eulemur_macaco	Mammalia	Euarchontoglires	Primates	Lemuridae	Eulemur	Dependoparvovirus	Emacaco_refEf	GCA_001262655.1_Emacaco_refEf_BWA_oneround_genomic.fa	LGHX01006817.1	8222	9028	807	Adeno-associated-virus-5	VP	+	179	40.074
66808	Fukomys_damarensis_Dependo_66808	Fukomys_damarensis	Mammalia	Euarchontoglires	Rodentia	Bathyergidae	Fukomys	Dependoparvovirus	ncbi_1.0_2014	885580_ref_DMR_v1.0_chrUn.fa	gi|730052864|ref|NW_011045214.1|	231639	232106	468	Adeno-associated-virus-2	NS	+	149	48.227
127305	Fukomys_damarensis_Dependo_127305	Fukomys_damarensis	Mammalia	Euarchontoglires	Rodentia	Bathyergidae	Fukomys	Dependoparvovirus	ncbi_1.0_2014	885580_ref_DMR_v1.0_chrUn.fa	gi|730053275|ref|NW_011044803.1|	11528274	11529409	1136	Adeno-associated-virus-7	VP	+	101	45.528
1035	Fukomys_damarensis_Dependo_1035	Fukomys_damarensis	Mammalia	Euarchontoglires	Rodentia	Bathyergidae	Fukomys	Dependoparvovirus	ncbi_1.0_2014	885580_ref_DMR_v1.0_chrUn.fa	gi|730053839|ref|NW_011044239.1|	3549370	3550050	681	Adeno-associated-virus-4	NS	-	76.3	31.122
788	Gekko_japonicus_Dependo_788	Gekko_japonicus	Unclassified	Lepidosauria	Squamata	Gekkonidae	Gekko	Dependoparvovirus	V1.1	146911_ref_Gekko_japonicus_V1.1_chrUn.fa	gi|972885930|ref|NW_015177013.1|	278010	278213	126	Adeno-associated-virus-2	NS	-	63.2	58.333
1041	Geospiza_fortis_Dependo_1041	Geospiza_fortis	Aves	Neognathae	Passeriformes	Thraupidae	Geospiza	Dependoparvovirus	goldenpath_geoFor1	geoFor1.fa_1.fa	JH739894	4004291	4004599	309	Adeno-associated-virus-2	VP	+	64.3	41.667
127796	Glis_glis_Dependo_127796	Glis_glis	Mammalia	Euarchontoglires	Rodentia	Gliridae	Glis	Dependoparvovirus	GliGli_v1	GCA_004027185.1_GliGli_v1_BIUU_genomic.fna	PVJS01024767.1	18299	18745	447	Bovine-adeno-associated-virus	NS	+	184	62.143
169453	Globicephala_melas_Dependo_169453	Globicephala_melas	Mammalia	Laurasiatheria	Cetacea	Delphinidae	Globicephala	Dependoparvovirus	ASM654740v1	GCA_006547405.1_ASM654740v1_genomic.fna	ML658845.1	2546315	2546533	219	Muscovy-duck-parvovirus	NS	+	128	80.822
169457	Globicephala_melas_Dependo_169457	Globicephala_melas	Mammalia	Laurasiatheria	Cetacea	Delphinidae	Globicephala	Dependoparvovirus	ASM654740v1	GCA_006547405.1_ASM654740v1_genomic.fna	ML658845.1	2548008	2548595	588	Adeno-associated-virus-5	VP	+	249	61.224
127797	Graphiurus_murinus_Dependo_127797	Graphiurus_murinus	Mammalia	Euarchontoglires	Rodentia	Gliridae	Graphiurus	Dependoparvovirus	GraMur_v1_BIUU	GCA_004027655.1_GraMur_v1_BIUU_genomic.fna	PVLC010001676.1	49807	51030	1224	Adeno-associated-virus-5	NS	+	447	57.248
78543	Gulo_gulo_Dependo_78543	Gulo_gulo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Gulo	Dependoparvovirus	Gulo_2.2	GCA_900006375.1_Gulo_2.2_genomic.fna	CYRY01002055.1	44039	44203	165	Goose-parvovirus	NS	-	72.4	59.259
66809	Heterocephalus_glaber_Dependo_66809	Heterocephalus_glaber	Mammalia	Euarchontoglires	Rodentia	Bathyergidae	Heterocephalus	Dependoparvovirus	goldenpath_hetGla2	hetGla2.fa_2.fa	JH602063	15521366	15521827	462	Adeno-associated-virus-2	NS	+	195	65.161
744	Heterocephalus_glaber_Dependo_744	Heterocephalus_glaber	Mammalia	Euarchontoglires	Rodentia	Bathyergidae	Heterocephalus	Dependoparvovirus	goldenpath_hetGla2	hetGla2.fa_2.fa	JH602066	7341415	7341981	567	Avian-adeno-associated-virus-ATCC-VR-865	VP	-	72.4	51.899
1036	Heterocephalus_glaber_Dependo_1036	Heterocephalus_glaber	Mammalia	Euarchontoglires	Rodentia	Bathyergidae	Heterocephalus	Dependoparvovirus	goldenpath_hetGla2	hetGla2.fa_2.fa	JH602066	7343124	7343342	219	Adeno-associated-virus-4	NS	-	65.9	48.649
745	Heterocephalus_glaber_Dependo_745	Heterocephalus_glaber	Mammalia	Euarchontoglires	Rodentia	Bathyergidae	Heterocephalus	Dependoparvovirus	goldenpath_hetGla2	hetGla2.fa_3.fa	JH602093	17087384	17087614	231	Adeno-associated-virus-5	VP	-	92	63.291
1037	Heterocephalus_glaber_Dependo_1037	Heterocephalus_glaber	Mammalia	Euarchontoglires	Rodentia	Bathyergidae	Heterocephalus	Dependoparvovirus	goldenpath_hetGla2	hetGla2.fa_3.fa	JH602093	17089936	17090154	219	Adeno-associated-virus-4	NS	-	68.9	50
462	Heterocephalus_glaber_Dependo_462	Heterocephalus_glaber	Mammalia	Euarchontoglires	Rodentia	Bathyergidae	Heterocephalus	Dependoparvovirus	goldenpath_hetGla2	hetGla2.fa_4.fa	JH602103	4913643	4913984	342	Adeno-associated-virus-2	NS	-	104	47.788
127798	Heterohyrax_brucei_Dependo_127798	Heterohyrax_brucei	Mammalia	Afrotheria	Hyracoidea	Procaviidae	Heterohyrax	Dependoparvovirus	HetBruBak_v1_BIUU	GCA_004026845.1_HetBruBak_v1_BIUU_genomic.fna	PVJQ01008376.1	41160	41594	435	Adeno-associated-virus-2	NS	+	209	73.333
127342	Hippopotamus_amphibius_Dependo_127342	Hippopotamus_amphibius	Mammalia	Laurasiatheria	Unclassified	Hippopotamidae	Hippopotamus	Dependoparvovirus	ASM299558v1	GCA_002995585.1_ASM299558v1_genomic.fna	NKPW01001970.1	58998	62810	3813	Muscovy-duck-parvovirus	NS	-	373	49.519
78544	Hippopotamus_amphibius_Dependo_78544	Hippopotamus_amphibius	Mammalia	Laurasiatheria	Unclassified	Hippopotamidae	Hippopotamus	Dependoparvovirus	ASM299558v1	GCA_002995585.1_ASM299558v1_genomic.fna	NKPW01018758.1	3128	3325	198	Goose-parvovirus	NS	+	62.8	46.97
120949	Hippopotamus_amphibius_Dependo_120949	Hippopotamus_amphibius	Mammalia	Laurasiatheria	Unclassified	Hippopotamidae	Hippopotamus	Dependoparvovirus	ASM299558v1	GCA_002995585.1_ASM299558v1_genomic.fna	NKPW01114987.1	280	606	327	Adeno-associated-virus-5	NS	+	79.7	43.75
67018	Hipposideros_armiger_Dependo_67018	Hipposideros_armiger	Mammalia	Laurasiatheria	Chiroptera	Hipposideridae	Hipposideros	Dependoparvovirus	ASM189008v1	GCF_001890085.1_ASM189008v1_genomic.fa	NW_017731406.1	178515	178772	258	Avian-adeno-associated-virus-ATCC-VR-865	NS	+	72.8	46.575
127799	Hyaena_hyaena_Dependo_127799	Hyaena_hyaena	Mammalia	Laurasiatheria	Carnivora	Hyaenidae	Hyaena	Dependoparvovirus	HyaHya_v1	GCA_004023945.1_HyaHya_v1_BIUU_genomic.fna	PITC01058066.1	520	1698	1179	Adeno-associated-virus-5	NS	+	227	35.351
128329	Hydrochoerus_hydrochaeris_Dependo_128329	Hydrochoerus_hydrochaeris	Mammalia	Euarchontoglires	Rodentia	Hydrochaeridae	Hydrochoerus	Dependoparvovirus	HydHyd_v1_BIUU	GCA_004027455.1_HydHyd_v1_BIUU_genomic.fna	PVLA01048459.1	609	863	255	Adeno-associated-virus-2	NS	-	104	64.706
128337	Hydrochoerus_hydrochaeris_Dependo_128337	Hydrochoerus_hydrochaeris	Mammalia	Euarchontoglires	Rodentia	Hydrochaeridae	Hydrochoerus	Dependoparvovirus	HydHyd_v1_BIUU	GCA_004027455.1_HydHyd_v1_BIUU_genomic.fna	PVLA01056684.1	92	346	255	Adeno-associated-virus-2	NS	+	105	65.882
128328	Hydrochoerus_hydrochaeris_Dependo_128328	Hydrochoerus_hydrochaeris	Mammalia	Euarchontoglires	Rodentia	Hydrochaeridae	Hydrochoerus	Dependoparvovirus	HydHyd_v1_BIUU	GCA_004027455.1_HydHyd_v1_BIUU_genomic.fna	PVLA01165440.1	28	285	258	Adeno-associated-virus-2	NS	-	101	62.791
128334	Hydrochoerus_hydrochaeris_Dependo_128334	Hydrochoerus_hydrochaeris	Mammalia	Euarchontoglires	Rodentia	Hydrochaeridae	Hydrochoerus	Dependoparvovirus	HydHyd_v1_BIUU	GCA_004027455.1_HydHyd_v1_BIUU_genomic.fna	PVLA01243803.1	6	263	258	Adeno-associated-virus-2	NS	-	103	63.953
128706	Inia_geoffrensis_Dependo_128706	Inia_geoffrensis	Mammalia	Laurasiatheria	Cetacea	Iniidae	Inia	Dependoparvovirus	IniGeo_v1_BIUU	GCA_004363515.1_IniGeo_v1_BIUU_genomic.fna	RJWO010002031.1	87422	88009	588	Goose-parvovirus	VP	-	242	60.417
128707	Kogia_breviceps_Dependo_128707	Kogia_breviceps	Mammalia	Laurasiatheria	Cetacea	Physeteridae	Kogia	Dependoparvovirus	v1_BIUU	GCA_004363705.1_KogBre_v1_BIUU_genomic.fna	RJWL010008168.1	27448	28020	573	Adeno-associated-virus-5	VP	-	241	61.081
127843	Lagenorhynchus_obliquidens_Dependo_127843	Lagenorhynchus_obliquidens	Mammalia	Laurasiatheria	Cetacea	Delphinidae	Lagenorhynchus	Dependoparvovirus	ASM367639v1	GCF_003676395.1_ASM367639v1_genomic.fna	NW_020837951.1	35654182	35654490	309	Adeno-associated-virus-5	VP	-	166	71.845
127800	Lagenorhynchus_obliquidens_Dependo_127800	Lagenorhynchus_obliquidens	Mammalia	Laurasiatheria	Cetacea	Delphinidae	Lagenorhynchus	Dependoparvovirus	ASM367639v1	GCF_003676395.1_ASM367639v1_genomic.fna	NW_020837951.1	35655952	35656170	219	Goose-parvovirus	NS	-	127	80.556
127801	Lasiurus_borealis_Dependo_127801	Lasiurus_borealis	Mammalia	Laurasiatheria	Chiroptera	Vespertilionidae	Lasiurus	Dependoparvovirus	LasBor_v1	GCA_004026805.1_LasBor_v1_BIUU_genomic.fna	PVJN01009107.1	8078	9028	951	Adeno-associated-virus-7	NS	+	370	61.415
68372	Lepidothrix_coronata_Dependo_68372	Lepidothrix_coronata	Aves	Neognathae	Passeriformes	Pipridae	Lepidothrix	Dependoparvovirus	1	GCA_001604755.1_Lepidothrix_coronata-1.0_genomic.fa	KV388172.1	3627525	3628402	878	Muscovy-duck-parvovirus	VP	+	90.9	58.442
463	Leptonychotes_weddellii_Dependo_463	Leptonychotes_weddellii	Mammalia	Laurasiatheria	Carnivora	Phocidae	Leptonychotes	Dependoparvovirus	broad_1.1_april_2013	unplaced.scaf.fa_3.fa	gi|472269955|gb|KB714734.1|	2752124	2752423	300	Goose-parvovirus	NS	-	66.2	42.857
127802	Lepus_americanus_Dependo_127802	Lepus_americanus	Mammalia	Euarchontoglires	Lagomorpha	Leporidae	Lepus	Dependoparvovirus	LepAme_v1_BIUU	GCA_004026855.1_LepAme_v1_BIUU_genomic.fna	PVJM010047690.1	2836	3777	942	Adeno-associated-virus-5	NS	+	251	46.688
210986	Lepus_timidus_Dependo_210986	Lepus_timidus	Mammalia	Euarchontoglires	Lagomorpha	Leporidae	Lepus	Dependoparvovirus	GCA_009760805	GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna	CM019678.1	6043112	6044047	936	Adeno-associated-virus-5	NS	-	284	48.889
78575	Limosa_lapponica_baueri_Dependo_78575	Limosa_lapponica_baueri	Aves	Neognathae	Charadriiformes	Scolopacidae	Limosa	Dependoparvovirus	Godwit_v1	GCA_002844005.1_Godwit_v1_genomic.fna	KZ506672.1	130723	130836	114	Goose-parvovirus	VP	-	62.8	71.053
127429	Lipotes_vexillifer_Dependo_127429	Lipotes_vexillifer	Mammalia	Laurasiatheria	Cetacea	Lipotidae	Lipotes	Dependoparvovirus	ncbi_100_2014-04-27	118797_ref_Lipotes_vexillifer_v1_chrUn.fa	gi|599249724|ref|NW_006783413.1|	1818790	1821943	3154	Muscovy-duck-parvovirus	NS	+	216	50.638
464	Lipotes_vexillifer_Dependo_464	Lipotes_vexillifer	Mammalia	Laurasiatheria	Cetacea	Lipotidae	Lipotes	Dependoparvovirus	ncbi_100_2014-04-27	118797_ref_Lipotes_vexillifer_v1_chrUn.fa	gi|599273349|ref|NW_006777435.1|	1004199	1004372	174	Adeno-associated-virus-2	NS	+	63.5	50
66747	Loxodonta_africana_Dependo_66747	Loxodonta_africana	Mammalia	Afrotheria	Proboscidea	Elephantidae	Loxodonta	Dependoparvovirus	goldenpath_loxAfr3	loxAfr3.fa	scaffold_4	61369366	61371093	1728	Adeno-associated-virus-5	NS	+	715	60.342
69071	Lycaon_pictus_Dependo_69071	Lycaon_pictus	Mammalia	Laurasiatheria	Carnivora	Canidae	Lycaon	Dependoparvovirus	LycPicSAfr1.0	GCA_001887905.1_LycPicSAfr1.0_genomic.fna	CM007562.1	9266116	9266478	363	Adeno-associated-virus-5	VP	-	154	60.331
465	Macropus_eugenii_Dependo_465	Macropus_eugenii	Mammalia	Unclassified	Diprotodontia	Macropodidae	Macropus	Dependoparvovirus	goldenpath_macEug2	macEug2.fa	ABQO010585938	1	345	345	Avian-adeno-associated-virus-strain-DA-1	NS	+	94.7	36.522
127424	Macropus_eugenii_Dependo_127424	Macropus_eugenii	Mammalia	Unclassified	Diprotodontia	Macropodidae	Macropus	Dependoparvovirus	goldenpath_macEug2	macEug2.fa	GL067164	37319	41221	3903	Adeno-associated-virus-2	VP	+	526	54.622
67066	Macropus_eugenii_Dependo_67066	Macropus_eugenii	Mammalia	Unclassified	Diprotodontia	Macropodidae	Macropus	Dependoparvovirus	goldenpath_macEug2	macEug2.fa	GL077261	32894	33547	654	Muscovy-duck-parvovirus	NS	+	120	33.858
66755	Macropus_eugenii_Dependo_66755	Macropus_eugenii	Mammalia	Unclassified	Diprotodontia	Macropodidae	Macropus	Dependoparvovirus	goldenpath_macEug2	macEug2.fa	GL092140	2	184	183	Bat-adeno-associated-virus-YNM	NS	-	83.6	59.016
466	Macropus_eugenii_Dependo_466	Macropus_eugenii	Mammalia	Unclassified	Diprotodontia	Macropodidae	Macropus	Dependoparvovirus	goldenpath_macEug2	macEug2.fa	GL092140	4776	5024	249	Muscovy-duck-parvovirus	NS	-	89	59.036
518	Macropus_eugenii_Dependo_518	Macropus_eugenii	Mammalia	Unclassified	Diprotodontia	Macropodidae	Macropus	Dependoparvovirus	goldenpath_macEug2	macEug2.fa	GL111622	10412	10945	534	Adeno-associated-virus-1	VP	-	130	43.258
66749	Macropus_eugenii_Dependo_66749	Macropus_eugenii	Mammalia	Unclassified	Diprotodontia	Macropodidae	Macropus	Dependoparvovirus	goldenpath_macEug2	macEug2.fa	GL115959	10908	11420	513	Adeno-associated-virus-3	VP	+	200	58.48
127489	Macropus_eugenii_Dependo_127489	Macropus_eugenii	Mammalia	Unclassified	Diprotodontia	Macropodidae	Macropus	Dependoparvovirus	goldenpath_macEug2	macEug2.fa	GL137465	569	2203	1635	Avian-adeno-associated-virus-strain-DA-1	NS	+	144	40.741
545	Macropus_eugenii_Dependo_545	Macropus_eugenii	Mammalia	Unclassified	Diprotodontia	Macropodidae	Macropus	Dependoparvovirus	goldenpath_macEug2	macEug2.fa	GL155583	7173	7454	282	Adeno-associated-virus-2	VP	-	73.9	43.617
66762	Macropus_eugenii_Dependo_66762	Macropus_eugenii	Mammalia	Unclassified	Diprotodontia	Macropodidae	Macropus	Dependoparvovirus	goldenpath_macEug2	macEug2.fa	GL155583	8818	9123	306	Adeno-associated-virus-5	VP	-	130	64.368
191840	Macrotus_californicus_Dependo_191840	Macrotus_californicus	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Macrotus	Dependoparvovirus	MacCal_v1_BIUU	GCA_007922815.1_MacCal_v1_BIUU_genomic.fna	VMDR010051664.1	3803	4192	390	Adeno-associated-virus-2	NS	+	161	57.258
191842	Macrotus_californicus_Dependo_191842	Macrotus_californicus	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Macrotus	Dependoparvovirus	MacCal_v1_BIUU	GCA_007922815.1_MacCal_v1_BIUU_genomic.fna	VMDR010053493.1	1798	2379	582	Goose-parvovirus	VP	-	200	57.143
191839	Macrotus_californicus_Dependo_191839	Macrotus_californicus	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Macrotus	Dependoparvovirus	MacCal_v1_BIUU	GCA_007922815.1_MacCal_v1_BIUU_genomic.fna	VMDR010053493.1	3401	3577	177	Bat-adeno-associated-virus-YNM	NS	-	80.1	61.017
683	Manacus_vitellinus_Dependo_683	Manacus_vitellinus	Aves	Neognathae	Passeriformes	Pipridae	Manacus	Dependoparvovirus	28/10/2011	Manacus_vitellinus.scaf.noBacterial.fa	scaffold270	152406	153343	258	Muscovy-duck-parvovirus	VP	-	88.6	57.895
66769	Mandrillus_leucophaeus_Dependo_66769	Mandrillus_leucophaeus	Mammalia	Euarchontoglires	Primates	Cercopithecidae	Mandrillus	Dependoparvovirus	Mleu.le_1.0	9568_ref_Mleu.le_1.0_chrUn.fa	gi|786094026|ref|NW_012100098.1|	1005873	1007258	1386	Adeno-associated-virus-2	NS	+	874	90.351
169454	Mandrillus_sphinx_Dependo_169454	Mandrillus_sphinx	Mammalia	Euarchontoglires	Primates	Cercopithecidae	Mandrillus	Dependoparvovirus	BGI_mandrill_1.0	GCA_004802615.1_BGI_mandrill_1.0_genomic.fna	SRPC01038205.1	29322	30569	1248	Adeno-associated-virus-2	NS	-	805	91.346
3311	Manis_javanica_Dependo_3311	Manis_javanica	Mammalia	Laurasiatheria	Pholidota	Manidae	Manis	Dependoparvovirus	ManJav1.0	GCF_001685135.1_ManJav1.0_genomic.fna	NW_016535211.1	19833	20303	471	Adeno-associated-virus-5	NS	-	68.9	30.061
1105	Manis_pentadactyla_Dependo_1105	Manis_pentadactyla	Mammalia	Laurasiatheria	Pholidota	Manidae	Manis	Dependoparvovirus	GCA_000738955.1	M_pentadactyla-1.1.1_genomic.fa	KN010458.1	73706	74176	471	Bovine-adeno-associated-virus	NS	+	70.9	33.125
748	Megaderma_lyra_Dependo_748	Megaderma_lyra	Mammalia	Laurasiatheria	Chiroptera	Megadermatidae	Megaderma	Dependoparvovirus	ncbi_AWHB00000000.1_2015-05	AWHB01.3.fsa_nt.fa	gi|538561164|gb|AWHB01434492.1|	2	211	210	Goose-parvovirus	VP	-	90.9	60
127351	Megaderma_lyra_Dependo_127351	Megaderma_lyra	Mammalia	Laurasiatheria	Chiroptera	Megadermatidae	Megaderma	Dependoparvovirus	ncbi_AWHB00000000.1_2015-05	AWHB01.2.fsa_nt.fa	gi|538698300|gb|AWHB01297376.1|	117	1055	939	Adeno-associated-virus-5	VP	-	203	71.014
66851	Megaderma_lyra_Dependo_66851	Megaderma_lyra	Mammalia	Laurasiatheria	Chiroptera	Megadermatidae	Megaderma	Dependoparvovirus	ncbi_AWHB00000000.1_2015-05	AWHB01.2.fsa_nt.fa	gi|538698301|gb|AWHB01297375.1|	667	1392	726	Adeno-associated-virus-2	VP	-	343	66.798
747	Megaderma_lyra_Dependo_747	Megaderma_lyra	Mammalia	Laurasiatheria	Chiroptera	Megadermatidae	Megaderma	Dependoparvovirus	ncbi_AWHB00000000.1_2015-05	AWHB01.2.fsa_nt.fa	gi|538726583|gb|AWHB01269093.1|	27	251	225	Adeno-associated-virus-2	VP	+	79.3	52.857
127844	Megaderma_lyra_Dependo_127844	Megaderma_lyra	Mammalia	Laurasiatheria	Chiroptera	Megadermatidae	Megaderma	Dependoparvovirus	MegLyr_v1_BIUU	GCA_004026885.1_MegLyr_v1_BIUU_genomic.fna	PVJL010000011.1	334554	335219	666	Adeno-associated-virus-2	VP	-	358	75.771
128704	Megaptera_novaeangliae_Dependo_128704	Megaptera_novaeangliae	Mammalia	Laurasiatheria	Cetacea	Balaenopteridae	Megaptera	Dependoparvovirus	megNov1	GCA_004329385.1_megNov1_genomic.fna	RYZJ01002354.1	2660111	2660645	535	Adeno-associated-virus-3	NS	+	154	67.619
128708	Megaptera_novaeangliae_Dependo_128708	Megaptera_novaeangliae	Mammalia	Laurasiatheria	Cetacea	Balaenopteridae	Megaptera	Dependoparvovirus	megNov1	GCA_004329385.1_megNov1_genomic.fna	RYZJ01002354.1	2662024	2662611	588	Goose-parvovirus	VP	+	253	62.5
120951	Meriones_unguiculatus_Dependo_120951	Meriones_unguiculatus	Mammalia	Euarchontoglires	Rodentia	Muridae	Meriones	Dependoparvovirus	MunDraft-v1.0	GCA_002204375.1_MunDraft-v1.0_genomic.fna	NHTI01002096.1	256173	256670	498	Adeno-associated-virus-5	NS	+	90.1	36.471
714	Mesocricetus_auratus_Dependo_714	Mesocricetus_auratus	Mammalia	Euarchontoglires	Rodentia	Cricetidae	Mesocricetus	Dependoparvovirus	broad_1.1_april_2013	Mesocricetus_unplaced.scaf.fa_21.fa	gi|472278377|gb|KB708216.1|	1569487	1569924	438	Adeno-associated-virus-4	NS	+	82.8	36.709
127803	Mesoplodon_bidens_Dependo_127803	Mesoplodon_bidens	Mammalia	Laurasiatheria	Cetacea	Ziphiidae	Mesoplodon	Dependoparvovirus	MesBid_v1	GCA_004027085.1_MesBid_v1_BIUU_genomic.fna	PVJJ010002729.1	37594	37920	327	Goose-parvovirus	NS	+	154	67.593
127845	Mesoplodon_bidens_Dependo_127845	Mesoplodon_bidens	Mammalia	Laurasiatheria	Cetacea	Ziphiidae	Mesoplodon	Dependoparvovirus	MesBid_v1	GCA_004027085.1_MesBid_v1_BIUU_genomic.fna	PVJJ010002729.1	39509	40081	573	Goose-parvovirus	VP	+	237	60.209
