organism,Species,target_version,Class,Superorder,Order,Family,Genus
Chaetophractus_vellerosus,Chaetophractus vellerosus,ChaVel_v1_BIUU,Mammalia,Xenarthra,Cingulata,Chlamyphoridae,Chaetophractus
Chaenocephalus_aceratus,Chaenocephalus aceratus,ASM90030267v1,Actinopteri,Unclassified,Perciformes,Channichthyidae,Chaenocephalus
Cervus_elaphus_hippelaphus,Cervus elaphus hippelaphus,Celaphus1.0,Mammalia,Laurasiatheria,Unclassified,Cervidae,Cervus
Ceratotherium_simum_cottoni,Ceratotherium simum cottoni,CerCot_v1_BIUU,Mammalia,Laurasiatheria,Perissodactyla,Rhinocerotidae,Ceratotherium
Cebus_albifrons,Cebus albifrons,CebAlb_v1_BIUU,Mammalia,Euarchontoglires,Primates,Cebidae,Cebus
Cavia_tschudii,Cavia tschudii,CavTsc_v1_BIUU,Mammalia,Euarchontoglires,Rodentia,Caviidae,Cavia
Catagonus_wagneri,Catagonus wagneri,CatWag_v1_BIUU,Mammalia,Laurasiatheria,Unclassified,Tayassuidae,Catagonus
Casuarius_casuarius,Casuarius casuarius,GCA_003342895.1_casCas1,Aves,Palaeognathae,Casuariiformes,Casuariidae,Casuarius
Castor_canadensis,Castor canadensis,CasCan_v1,Mammalia,Euarchontoglires,Rodentia,Castoridae,Castor
Carollia_perspicillata,Carollia perspicillata,CarPer_v1_BIUU,Mammalia,Laurasiatheria,Chiroptera,Phyllostomidae,Carollia
Carettochelys_insculpta,Carettochelys insculpta,1,Unclassified,Unclassified,Testudines,Carettochelyidae,Carettochelys
Capromys_pilorides,Capromys pilorides,CapPil_v1_BIUU,Mammalia,Euarchontoglires,Rodentia,Capromyidae,Capromys
Capra_sibirica,Capra sibirica,ASM318261v1,Mammalia,Laurasiatheria,Unclassified,Bovidae,Capra
Canis_lupus_dingo,Canis lupus dingo,ASM325472v1,Mammalia,Laurasiatheria,Carnivora,Canidae,Canis
Callorhinus_ursinus,Callorhinus ursinus,ASM326570v1,Mammalia,Laurasiatheria,Carnivora,Otariidae,Callorhinus
Callipepla_squamata,Callipepla squamata,ASM221830v1,Aves,Neognathae,Galliformes,Odontophoridae,Callipepla
Eurynorhynchus_pygmeus,Eurynorhynchus pygmeus,GCA_003697955,Aves,Neognathae,Charadriiformes,Scolopacidae,Eurynorhynchus
Bubo_blakistoni,Bubo blakistoni,ver1.0,Aves,Neognathae,Strigiformes,Strigidae,Bubo
Brotula_barbata,Brotula barbata,ASM90030326v1,Actinopteri,Unclassified,Ophidiiformes,Ophidiidae,Brotula
Brosme_brosme,Brosme brosme,ASM90030242v1,Actinopteri,Unclassified,Gadiformes,Lotidae,Brosme
Bregmaceros_cantori,Bregmaceros cantori,ASM90030239v1,Actinopteri,Unclassified,Gadiformes,Bregmacerotidae,Bregmaceros
Bradypus_variegatus,Bradypus variegatus,BraVar_v1_BIUU,Mammalia,Xenarthra,Pilosa,Bradypodidae,Bradypus
Boreogadus_saida,Boreogadus saida,ASM90030251v1,Actinopteri,Unclassified,Gadiformes,Gadidae,Boreogadus
Beryx_splendens,Beryx splendens,ASM90031256v1,Actinopteri,Unclassified,Beryciformes,Berycidae,Beryx
Betta_splendens,Betta splendens,GCA_003650155,Actinopteri,Unclassified,Anabantiformes,Osphronemidae,Betta
Benthosema_glaciale,Benthosema glaciale,ASM90032337v1,Actinopteri,Unclassified,Myctophiformes,Myctophidae,Benthosema
Beatragus_hunteri,Beatragus hunteri,BeaHun_v1_BIUU,Mammalia,Laurasiatheria,Unclassified,Bovidae,Beatragus
Bambusicola_thoracicus,Bambusicola thoracicus,Bthov1.0,Aves,Neognathae,Galliformes,Phasianidae,Bambusicola
Bathygadus_melanobranchus,Bathygadus melanobranchus,ASM90030237v1,Actinopteri,Unclassified,Gadiformes,Macrouridae,Bathygadus
Axis_porcinus,Axis porcinus,GCA_003798545,Mammalia,Laurasiatheria,Unclassified,Cervidae,Axis
Athene_cunicularia,Athene cunicularia,athCun1,Aves,Neognathae,Strigiformes,Strigidae,Athene
Astatotilapia_calliptera,Astatotilapia calliptera,fAstCal1.2,Actinopteri,Cichlomorphae,Cichliformes,Cichlidae,Astatotilapia
Arctogadus_glacialis,Arctogadus glacialis,ASM90030323v1,Actinopteri,Unclassified,Gadiformes,Gadidae,Arctogadus
Arctocephalus_gazella,Arctocephalus gazella,ArcGazv1.4,Mammalia,Laurasiatheria,Carnivora,Otariidae,Arctocephalus
Arapaima_gigas,Arapaima gigas,Agigas_genome_assembly_all_mixed_samples,Actinopteri,Unclassified,Osteoglossiformes,Osteoglossidae,Arapaima
Apteryx_rowi,Apteryx rowi,GCA_003343035,Aves,Palaeognathae,Apterygiformes,Apterygidae,Apteryx
Apteryx_haastii,Apteryx haastii,GCA_003342985.1_aptHaa1,Aves,Palaeognathae,Apterygiformes,Apterygidae,Apteryx
Antrozous_pallidus,Antrozous pallidus,AntPal_v1_BIUU,Mammalia,Laurasiatheria,Chiroptera,Vespertilionidae,Antrozous
Antilocapra_americana,Antilocapra americana,AntAmePen_v1_BIUU,Mammalia,Laurasiatheria,Unclassified,Antilocapridae,Antilocapra
Antennarius_striatus,Antennarius striatus,ASM90030327v1,Actinopteri,Unclassified,Lophiiformes,Antennariidae,Antennarius
Anoura_caudifer,Anoura caudifer,AnoCau_v1_BIUU,Mammalia,Laurasiatheria,Chiroptera,Phyllostomidae,Anoura
Anomalopteryx_didiformis,Anomalopteryx didiformis,anoDid_nucDNA_orig,Aves,Palaeognathae,Dinornithiformes,Emeidae,Anomalopteryx
Anas_zonorhyncha,Anas zonorhyncha,ASM222487v1,Aves,Neognathae,Anseriformes,Anatidae,Anas
Anabas_testudineus,Anabas testudineus,GCA_900324465,Actinopteri,Unclassified,Anabantiformes,Anabantidae,Anabas
Anabarilius_grahami,Anabarilius grahami,BGI_Agra_1.0,Actinopteri,Cypriniphysae,Cypriniformes,Cyprinidae,Anabarilius
Amphiprion_percula,Amphiprion percula,Nemo_v1,Actinopteri,Unclassified,Unclassified,Pomacentridae,Amphiprion
Amphiprion_ocellaris,Amphiprion ocellaris,AmpOce1.0,Actinopteri,Unclassified,Unclassified,Pomacentridae,Amphiprion
Amphiprion_frenatus,Amphiprion frenatus,AmpOce1.0,Actinopteri,Unclassified,Unclassified,Pomacentridae,Amphiprion
Alcelaphus_buselaphus,Alcelaphus buselaphus,HBT,Mammalia,Laurasiatheria,Unclassified,Bovidae,Alcelaphus
Alouatta_palliata,Alouatta palliata,AloPal_v1_BIUU,Mammalia,Euarchontoglires,Primates,Atelidae,Alouatta
Ageneiosus_inermis,Ageneiosus inermis,GCA_003347165.1,Actinopteri,Characiphysae,Siluriformes,Auchenipteridae,Ageneiosus
Aepyceros_melampus,Aepyceros melampus,IMP,Mammalia,Laurasiatheria,Unclassified,Bovidae,Aepyceros
Acridotheres_javanicus,Acridotheres javanicus,ASM284967v1,Aves,Neognathae,Passeriformes,Sturnidae,Acridotheres
Acomys_cahirinus,Acomys cahirinus,AcoCah_v1_BIUU,Mammalia,Euarchontoglires,Rodentia,Muridae,Acomys
Acipenser_ruthenus,Acipenser ruthenus,ASM411989v1,Actinopteri,Unclassified,Acipenseriformes,Acipenseridae,Acipenser
Zeus_faber,Zeus faber,ASM90032333v1,Actinopteri,Unclassified,Zeiformes,Zeidae,Zeus
Zapus_hudsonius,Zapus hudsonius,ZapHud_v1_BIUU,Mammalia,Euarchontoglires,Rodentia,Dipodidae,Zapus
Zalophus_californianus,Zalophus californianus,zalCal2.2,Mammalia,Laurasiatheria,Carnivora,Otariidae,Zalophus
Xerus_inauris,Xerus inauris,XerIna_v1_BIUU,Mammalia,Euarchontoglires,Rodentia,Sciuridae,Xerus
Vulpes_vulpes,Vulpes vulpes,VulVul2.2,Mammalia,Laurasiatheria,Carnivora,Canidae,Vulpes
Vulpes_lagopus,Vulpes lagopus,VulLag_v1_BIUU,Mammalia,Laurasiatheria,Carnivora,Canidae,Vulpes
Vombatus_ursinus,Vombatus ursinus,WM_v1.0,Mammalia,Unclassified,Diprotodontia,Vombatidae,Vombatus
Varanus_komodoensis,Varanus komodoensis,ASM479886v1,Unclassified,Lepidosauria,Squamata,Varanidae,Varanus
Ursus_arctos_horribilis,Ursus arctos horribilis,ASM358476v1,Mammalia,Laurasiatheria,Carnivora,Ursidae,Ursus
Ursus_americanus,Ursus americanus,GCA_003344425.1_ASM334442v1,Mammalia,Laurasiatheria,Carnivora,Ursidae,Ursus
Uropsilus_gracilis,Uropsilus gracilis,UroGra_v1_BIUU,Mammalia,Laurasiatheria,Insectivora,Talpidae,Uropsilus
Urocitellus_parryii,Urocitellus parryii,ASM342692v1,Mammalia,Euarchontoglires,Rodentia,Sciuridae,Urocitellus
Urile_pelagicus,Urile pelagicus,ASM217343v1,Aves,Neognathae,Pelecaniformes,Phalacrocoracidae,Urile
Uria_lomvia,Uria lomvia,UriLom_1.1,Aves,Neognathae,Charadriiformes,Alcidae,Uria
Typhlichthys_subterraneus,Typhlichthys subterraneus,ASM90030240v1,Actinopteri,Unclassified,Percopsiformes,Amblyopsidae,Typhlichthys
Tympanuchus_cupido,Tympanuchus cupido,GPC_3440_v1,Aves,Neognathae,Galliformes,Phasianidae,Tympanuchus
Tursiops_aduncus,Tursiops aduncus,ASM322739v1,Mammalia,Laurasiatheria,Cetacea,Delphinidae,Tursiops
Trisopterus_minutus,Trisopterus minutus,ASM90030241v1,Actinopteri,Unclassified,Gadiformes,Gadidae,Trisopterus
Tragulus_javanicus,Tragulus javanicus,TraJav_v1_BIUU,Mammalia,Laurasiatheria,Unclassified,Tragulidae,Tragulus
Trachinotus_ovatus,Trachinotus ovatus,golden_pompano_genome_number_1,Actinopteri,Unclassified,Carangiformes,Carangidae,Trachinotus
Tonatia_saurophila,Tonatia saurophila,TonSau_v1_BIUU,Mammalia,Laurasiatheria,Chiroptera,Phyllostomidae,Tonatia
Tolypeutes_matacus,Tolypeutes matacus,TolMat_v1,Mammalia,Xenarthra,Cingulata,Chlamyphoridae,Tolypeutes
Thymallus_thymallus,Thymallus thymallus,ASM434828v1,Actinopteri,Unclassified,Salmoniformes,Salmonidae,Thymallus
Thylacine_cynocephalus,EXTINCT,Refassem_1,,,,,
Thunnus_thynnus,Thunnus thynnus,GBYP_Tthy_1.0,Actinopteri,Unclassified,Scombriformes,Scombridae,Thunnus
Thunnus_albacares,Thunnus albacares,ASM90030262v1,Actinopteri,Unclassified,Scombriformes,Scombridae,Thunnus
Thryonomys_swinderianus,Thryonomys swinderianus,ThrSwi_v1_BIUU,Mammalia,Euarchontoglires,Rodentia,Thryonomyidae,Thryonomys
Theropithecus_gelada,Theropithecus gelada,Tgel_1.0,Mammalia,Euarchontoglires,Primates,Cercopithecidae,Theropithecus
Terrapene_mexicana_triunguis,Terrapene mexicana triunguis,T_m_triunguis-1.0,Unclassified,Unclassified,Testudines,Emydidae,Terrapene
Tenualosa_ilisha,Tenualosa ilisha,ASM365119v1,Actinopteri,Unclassified,Clupeiformes,Clupeidae,Tenualosa
Taxidea_taxus,Taxidea taxus,GCA_003697995,Mammalia,Laurasiatheria,Carnivora,Mustelidae,Taxidea
Tapirus_indicus,Tapirus indicus,TapInd_v1_BIUU,Mammalia,Laurasiatheria,Perissodactyla,Tapiridae,Tapirus
Tamandua_tetradactyla,Tamandua tetradactyla,TamTet_v1,Mammalia,Xenarthra,Pilosa,Myrmecophagidae,Tamandua
Takifugu_bimaculatus,Takifugu bimaculatus,ASM402614v1,Actinopteri,Unclassified,Tetraodontiformes,Tetraodontidae,Takifugu
Tachysurus_fulvidraco,Tachysurus fulvidraco,GCA_003724035.1,Actinopteri,Characiphysae,Siluriformes,Bagridae,Tachysurus
Tachycineta_bicolor,Tachycineta bicolor,CLO_TRES_1,Aves,Neognathae,Passeriformes,Hirundinidae,Tachycineta
Syngnathus_scovelli,Syngnathus scovelli,ssc_2016_12_20_chromlevel,Actinopteri,Unclassified,Syngnathiformes,Syngnathidae,Syngnathus
Syncerus_caffer,Syncerus caffer,GCA_006408785_ABF,Mammalia,Laurasiatheria,Unclassified,Bovidae,Syncerus
Symphodus_melops,Symphodus melops,CHI06,Actinopteri,Unclassified,Labriformes,Labridae,Symphodus
Sylvicapra_grimmia,Sylvicapra grimmia,CMD,Mammalia,Laurasiatheria,Unclassified,Bovidae,Sylvicapra
Suricata_suricatta,Suricata suricatta,SurSur_v1_BIUU,Mammalia,Laurasiatheria,Carnivora,Herpestidae,Suricata
Stylephorus_chordatus,Stylephorus chordatus,ASM90031261v1,Actinopteri,Unclassified,Stylephoriformes,Stylephoridae,Stylephorus
Strix_occidentalis_caurina,Strix occidentalis caurina,Soccid_v01,Aves,Neognathae,Strigiformes,Strigidae,Strix
Strigops_habroptilus,Strigops habroptilus,bStrHab1_v1,Aves,Neognathae,Psittaciformes,Psittacidae,Strigops
Sporophila_hypoxantha,Sporophila hypoxantha,SpoHypox2.0,Aves,Neognathae,Passeriformes,Thraupidae,Sporophila
Sphenodon_punctatus,Sphenodon punctatus,GCA_003113815,Unclassified,Lepidosauria,Sphenodontia,Sphenodontidae,Sphenodon
Spheniscus_mendiculus,Spheniscus mendiculus,ASM326465v1,Aves,Neognathae,Sphenisciformes,Spheniscidae,Spheniscus
Spheniscus_magellanicus,Spheniscus magellanicus,ASM326471v1,Aves,Neognathae,Sphenisciformes,Spheniscidae,Spheniscus
Spheniscus_humboldti,Spheniscus humboldti,ASM326454v1,Aves,Neognathae,Sphenisciformes,Spheniscidae,Spheniscus
Spermophilus_dauricus,Spermophilus dauricus,ASM240643v1,Mammalia,Euarchontoglires,Rodentia,Sciuridae,Spermophilus
Sparus_aurata,Sparus aurata,ASM330901v1,Actinopteri,Unclassified,Spariformes,Sparidae,Sparus
Sousa_chinensis,Sousa chinensis,ASM352133v1,Mammalia,Laurasiatheria,Cetacea,Delphinidae,Sousa
Solenodon_paradoxus_woodi,Solenodon paradoxus woodi,ASM290108v1,Mammalia,Laurasiatheria,Insectivora,Solenodontidae,Solenodon
Simochromis_diagramma,Simochromis diagramma,fSimDia1.1,Actinopteri,Cichlomorphae,Cichliformes,Cichlidae,Simochromis
Sigmodon_hispidus,Sigmodon hispidus,SigHis_v1,Mammalia,Euarchontoglires,Rodentia,Cricetidae,Sigmodon
Setophaga_coronata,Setophaga coronata,mywagenomev1.1,Aves,Neognathae,Passeriformes,Parulidae,Setophaga
Seriola_rivoliana,Seriola rivoliana,ASM299450v1,Actinopteri,Unclassified,Carangiformes,Carangidae,Seriola
Seriola_quinqueradiata,Seriola quinqueradiata,Squ_1.0,Actinopteri,Unclassified,Carangiformes,Carangidae,Seriola
Seriola_lalandi_dorsalis,Seriola lalandi dorsalis,Sedor1,Actinopteri,Unclassified,Carangiformes,Carangidae,Seriola
Seriola_dumerili,Seriola dumerili,Sdu_1.0,Actinopteri,Unclassified,Carangiformes,Carangidae,Seriola
Semnopithecus_entellus,Semnopithecus entellus,SemEnt_v1,Mammalia,Euarchontoglires,Primates,Cercopithecidae,Semnopithecus
Sebastes_steindachneri,Sebastes steindachneri,ASM191078v1,Actinopteri,Unclassified,Perciformes,Sebastidae,Sebastes
Sebastes_minor,Sebastes minor,ASM191076v1,Actinopteri,Unclassified,Perciformes,Sebastidae,Sebastes
Sebastes_aleutianus,Sebastes aleutianus,ASM191080v1,Actinopteri,Unclassified,Perciformes,Sebastidae,Sebastes
Scyliorhinus_torazame,Scyliorhinus torazame,Storazame_v1.0,Chondrichthyes,Galeoidea,Carcharhiniformes,Scyliorhinidae,Scyliorhinus
Scophthalmus_maximus,Scophthalmus maximus,ASM318616v1,Actinopteri,Unclassified,Pleuronectiformes,Scophthalmidae,Scophthalmus
Scalopus_aquaticus,Scalopus aquaticus,ScaAqu_v1,Mammalia,Laurasiatheria,Insectivora,Talpidae,Scalopus
Sardina_pilchardus,Sardina pilchardus,SP_G,Actinopteri,Unclassified,Clupeiformes,Clupeidae,Sardina
Saxicola_maurus,Saxicola maurus,Saxicola_maurus.2,Aves,Neognathae,Passeriformes,Muscicapidae,Saxicola
Sardina_pilchardus,Sardina pilchardus,1_UP_Spi,Actinopteri,Unclassified,Clupeiformes,Clupeidae,Sardina
Salvelinus_alpinus,Salvelinus alpinus,ASM291031v2,Actinopteri,Unclassified,Salmoniformes,Salmonidae,Salvelinus
Salvator_merianae,Salvator merianae,HLtupMer6,Unclassified,Lepidosauria,Squamata,Teiidae,Salvator
Salarias_fasciatus,Salarias fasciatus,fSalaFa1.1,Actinopteri,Unclassified,Blenniiformes,Blenniidae,Salarias
Saiga_tatarica,Saiga tatarica,SaiTat_v1,Mammalia,Laurasiatheria,Unclassified,Bovidae,Saiga
Saguinus_imperator,Saguinus imperator,SagImp_v1_BIUU,Mammalia,Euarchontoglires,Primates,Cebidae,Saguinus
Rondeletia_loricata,Rondeletia loricata,ASM90030260v1,Actinopteri,Unclassified,Beryciformes,Rondeletiidae,Rondeletia
Rhizomys_pruinosus,Rhizomys pruinosus,RhiPru_v1_BIUU,Mammalia,Euarchontoglires,Rodentia,Spalacidae,Rhizomys
Rhinolophus_sinicus,Rhinolophus sinicus,ASM188883v1,Mammalia,Laurasiatheria,Chiroptera,Rhinolophidae,Rhinolophus
Rhinella_marina,Rhinella marina,GCA_900303285,Amphibia,Batrachia,Anura,Bufonidae,Rhinella
Rhea_americana,Rhea americana,GCA_003343005.1_rheAme1,Aves,Palaeognathae,Rheiformes,Rheidae,Rhea
Reinhardtius_hippoglossoides,Reinhardtius hippoglossoides,ASM618292v1,Actinopteri,Unclassified,Pleuronectiformes,Pleuronectidae,Reinhardtius
Regalecus_glesne,Regalecus glesne,ASM90030258v1,Actinopteri,Unclassified,Lampriformes,Regalecidae,Regalecus
Redunca_redunca,Redunca redunca,BHR,Mammalia,Laurasiatheria,Unclassified,Bovidae,Redunca
Recurvirostra_avosetta,Recurvirostra avosetta,ASM402374v1,Aves,Neognathae,Charadriiformes,Recurvirostridae,Recurvirostra
Raphicerus_campestris,Raphicerus campestris,SNB,Mammalia,Laurasiatheria,Unclassified,Bovidae,Raphicerus
Rangifer_tarandus,Rangifer tarandus,RanTarSib_v1_BIUU,Mammalia,Laurasiatheria,Unclassified,Cervidae,Rangifer
Rana_catesbeiana,Rana catesbeiana,RCv2.1,Amphibia,Batrachia,Anura,Ranidae,Rana
Pyxicephalus_adspersus,Pyxicephalus adspersus,Pads_1.0,Amphibia,Batrachia,Anura,Pyxicephalidae,Pyxicephalus
Pygoscelis_papua,Pygoscelis papua,ASM326461v1,Aves,Neognathae,Sphenisciformes,Spheniscidae,Pygoscelis
Pygoscelis_antarcticus,Pygoscelis antarcticus,ASM326459v1,Aves,Neognathae,Sphenisciformes,Spheniscidae,Pygoscelis
Pygathrix_nemaeus,Pygathrix nemaeus,PygNem_v1_BIUU,Mammalia,Euarchontoglires,Primates,Cercopithecidae,Pygathrix
Pungitius_pungitius,Pungitius pungitius,ASM339955v1,Actinopteri,Unclassified,Perciformes,Gasterosteidae,Pungitius
Puma_concolor,Puma concolor,GCF_003327715.1_PumCon1.0,Mammalia,Laurasiatheria,Carnivora,Felidae,Puma
Pteronura_brasiliensis,Pteronura brasiliensis,PteBra_v1_BIUU,Mammalia,Laurasiatheria,Carnivora,Mustelidae,Pteronura
Pterocnemia_pennata,Pterocnemia pennata,GCA_003342835.1_rhePen1,Aves,Palaeognathae,Rheiformes,Rheidae,Pterocnemia
Psittacula_krameri,Psittacula krameri,P.krameri1.0,Aves,Neognathae,Psittaciformes,Psittacidae,Psittacula
Pseudonaja_textilis,Pseudonaja textilis,EBS10Xv,Unclassified,Lepidosauria,Squamata,Elapidae,Pseudonaja
Pseudois_nayaur,Pseudois nayaur,ASM318257v1,Mammalia,Laurasiatheria,Unclassified,Bovidae,Pseudois
Psammomys_obesus,Psammomys obesus,ASM221593v1,Mammalia,Euarchontoglires,Rodentia,Muridae,Psammomys
Przewalskium_albirostris,Przewalskium albirostris,WLD,Mammalia,Laurasiatheria,Unclassified,Cervidae,Przewalskium
Protobothrops_flavoviridis,Protobothrops flavoviridis,GCA_003402635.1_HabAm_1.0,Unclassified,Lepidosauria,Squamata,Viperidae,Protobothrops
Prolemur_simus,Prolemur simus,Prosim_1.0,Mammalia,Euarchontoglires,Primates,Lemuridae,Prolemur
Procapra_przewalskii,Procapra przewalskii,PLG,Mammalia,Laurasiatheria,Unclassified,Bovidae,Procapra
Prionailurus_bengalensis_euptilurus,Prionailurus bengalensis euptilurus,v01,Mammalia,Laurasiatheria,Carnivora,Felidae,Prionailurus
Poropuntius_huangchuchieni,Poropuntius huangchuchieni,ASM412479v1,Actinopteri,Cypriniphysae,Cypriniformes,Cyprinidae,Poropuntius
Pogona_vitticeps,Pogona vitticeps,pvi1.1,Unclassified,Lepidosauria,Squamata,Agamidae,Pogona
Podocnemis_expansa,Podocnemis expansa,1,Unclassified,Unclassified,Testudines,Podocnemididae,Podocnemis
Podarcis_muralis,Podarcis muralis,PodMur_1.0,Unclassified,Lepidosauria,Squamata,Lacertidae,Podarcis
Plecturocebus_donacophilus,Plecturocebus donacophilus,CalDon_v1_BIUU,Mammalia,Euarchontoglires,Primates,Pitheciidae,Plecturocebus
Platysternon_megacephalum,Platysternon megacephalum,ASM394214v1,Unclassified,Unclassified,Testudines,Platysternidae,Platysternon
Platanista_minor,Platanista minor,PlaMin_v1_BIUU,Mammalia,Laurasiatheria,Cetacea,Platanistidae,Platanista
Mugil_soiuy,Mugil soiuy,Liza_haematocheila_0.1,Actinopteri,Unclassified,Mugiliformes,Mugilidae,Mugil
Pithecia_pithecia,Pithecia pithecia,PitPit_v1,Mammalia,Euarchontoglires,Primates,Pitheciidae,Pithecia
Pipra_filicauda,Pipra filicauda,ASM394559v1,Aves,Neognathae,Passeriformes,Pipridae,Pipra
Pipistrellus_pipistrellus,Pipistrellus pipistrellus,PipPip_v1,Mammalia,Laurasiatheria,Chiroptera,Vespertilionidae,Pipistrellus
Phyllostomus_discolor,Phyllostomus discolor,mPhyDis1_v1,Mammalia,Laurasiatheria,Chiroptera,Phyllostomidae,Phyllostomus
Phycis_phycis,Phycis phycis,ASM90030233v1,Actinopteri,Unclassified,Gadiformes,Phycidae,Phycis
Phycis_blennoides,Phycis blennoides,ASM90030231v1,Actinopteri,Unclassified,Gadiformes,Phycidae,Phycis
Phocoena_phocoena,Phocoena phocoena,GCA_003071005,Mammalia,Laurasiatheria,Cetacea,Phocoenidae,Phocoena
Philantomba_maxwellii,Philantomba maxwellii,MXD,Mammalia,Laurasiatheria,Unclassified,Bovidae,Philantomba
Phasianus_colchicus,Phasianus colchicus,ASM414374v1,Aves,Neognathae,Galliformes,Phasianidae,Phasianus
Phascolarctos_cinereus,Phascolarctos cinereus,phaCin_unsw_v4.1,Mammalia,Unclassified,Diprotodontia,Phascolarctidae,Phascolarctos
Phalacrocorax_harrisi,Phalacrocorax harrisi,Pharrisi_ref_V1,Aves,Neognathae,Pelecaniformes,Phalacrocoracidae,Nannopterum
Petromus_typicus,Petromus typicus,PetTyp_v1_BIUU,Mammalia,Euarchontoglires,Rodentia,Petromuridae,Petromus
Peromyscus_polionotus_subgriseus,Peromyscus polionotus subgriseus,HU_Ppol_1.3,Mammalia,Euarchontoglires,Rodentia,Cricetidae,Peromyscus
Perca_fluviatilis,Perca fluviatilis,UTU_Pfluv_1.1,Actinopteri,Unclassified,Perciformes,Percidae,Perca
Perca_flavescens,Perca flavescens,PFLA_1.0,Actinopteri,Unclassified,Perciformes,Percidae,Perca
Pelusios_castaneus,Pelusios castaneus,1,Unclassified,Unclassified,Testudines,Pelomedusidae,Pelusios
Patagioenas_fasciata,Patagioenas fasciata,NIATT_ARIZONA,Aves,Neognathae,Columbiformes,Columbidae,Patagioenas
Passer_domesticus,Passer domesticus,Passer_domesticus-1.0,Aves,Neognathae,Passeriformes,Passeridae,Passer
Parotia_lawesii,Parotia lawesii,GCA_003713295,Aves,Neognathae,Passeriformes,Paradisaeidae,Parotia
Paroedura_picta,Paroedura picta,Ppicta_assembly_v1,Unclassified,Lepidosauria,Squamata,Gekkonidae,Paroedura
Paramormyrops_kingsleyae,Paramormyrops kingsleyae,PKING1,Actinopteri,Unclassified,Osteoglossiformes,Mormyridae,Paramormyrops
Parambassis_ranga,Parambassis ranga,fParRan2.1,Actinopteri,Unclassified,Unclassified,Ambassidae,Pseudambassis
Paralichthys_olivaceus,Paralichthys olivaceus,V1.0,Actinopteri,Unclassified,Pleuronectiformes,Paralichthyidae,Paralichthys
Paradoxurus_hermaphroditus,Paradoxurus hermaphroditus,ParHer_v1_BIUU,Mammalia,Laurasiatheria,Carnivora,Viverridae,Paradoxurus
Paradisaea_rubra,Paradisaea rubra,GCA_003713215,Aves,Neognathae,Passeriformes,Paradisaeidae,Paradisaea
Paradisaea_raggiana,Paradisaea raggiana,GCA_003713265,Aves,Neognathae,Passeriformes,Paradisaeidae,Paradisaea
Parablennius_parvicornis,Parablennius parvicornis,ASM90030274v1,Actinopteri,Unclassified,Blenniiformes,Blenniidae,Parablennius
Panthera_pardus,Panthera pardus,PanPar1.0,Mammalia,Laurasiatheria,Carnivora,Felidae,Panthera
Panthera_onca,Panthera onca,PanOnc_v1_BIUU,Mammalia,Laurasiatheria,Carnivora,Felidae,Panthera
Pangasianodon_hypophthalmus,Pangasianodon hypophthalmus,VN_pangasius,Actinopteri,Characiphysae,Siluriformes,Pangasiidae,Pangasianodon
Pagrus_major,Pagrus major,Pmaj_1.0,Actinopteri,Unclassified,Spariformes,Sparidae,Pagrus
Ovis_aries,Ovis aries,Oar_rambouillet_v1.0,Mammalia,Laurasiatheria,Unclassified,Bovidae,Ovis
Ourebia_ourebi,Ourebia ourebi,ORB,Mammalia,Laurasiatheria,Unclassified,Bovidae,Ourebia
Oryzias_melastigma,Oryzias melastigma,Om_v0.7.RACA,Actinopteri,Atherinomorphae,Beloniformes,Adrianichthyidae,Oryzias
Oryx_gazella,Oryx gazella,UCDavis_Ogaz_1,Mammalia,Laurasiatheria,Unclassified,Bovidae,Oryx
Oryx_gazella,Oryx gazella,GMB,Mammalia,Laurasiatheria,Unclassified,Bovidae,Oryx
Ornithorhynchus_anatinus,Ornithorhynchus anatinus,mOrnAna1,Mammalia,Unclassified,Monotremata,Ornithorhynchidae,Ornithorhynchus
Oplegnathus_fasciatus,Oplegnathus fasciatus,ASM341684v1,Actinopteri,Unclassified,Centrarchiformes,Oplegnathidae,Oplegnathus
Onychomys_torridus,Onychomys torridus,OnyTor_v1_BIUU,Mammalia,Euarchontoglires,Rodentia,Cricetidae,Onychomys
Ondatra_zibethicus,Ondatra zibethicus,OndZib_v1,Mammalia,Euarchontoglires,Rodentia,Cricetidae,Ondatra
Oncorhynchus_tshawytscha,Oncorhynchus tshawytscha,USMARCv1.0,Actinopteri,Unclassified,Salmoniformes,Salmonidae,Oncorhynchus
Oncorhynchus_kisutch,Oncorhynchus kisutch,Okis_V1,Actinopteri,Unclassified,Salmoniformes,Salmonidae,Oncorhynchus
Odocoileus_virginianus,Odocoileus virginianus,Ovir.te_1.0,Mammalia,Laurasiatheria,Unclassified,Cervidae,Odocoileus
Odocoileus_hemionus,Odocoileus hemionus,GCA_003697985.1,Mammalia,Laurasiatheria,Unclassified,Cervidae,Odocoileus
Octomys_mimax,Octomys mimax,Oct_mimax_AO248_v1,Mammalia,Euarchontoglires,Rodentia,Octodontidae,Octomys
Nycticebus_coucang,Nycticebus coucang,NycCou_v1_BIUU,Mammalia,Euarchontoglires,Primates,Lorisidae,Nycticebus
Numida_meleagris,Numida meleagris,NumMel1.0,Aves,Neognathae,Galliformes,Numididae,Numida
Nothoprocta_perdicaria,Nothoprocta perdicaria,GCF_003342845.1_notPer1,Aves,Palaeognathae,Tinamiformes,Tinamidae,Nothoprocta
