sequenceID	locus_name	locus_numeric_id	stem	host_species	host_class	host_superorder	host_order	host_family	host_genus	organism	target_datatype	target_version	target_name	scaffold	orientation	extract_start	extract_end	assigned_gene	subject_start	subject_end	query_start	query_end	align_len	bitscore	identity	evalue_num	evalue_exp	gap_openings	mismatches	sequence_length	virus_genus	locus_structure
dependo.49-Apodemus_sylvaticus	dependo.49-apodemus	49	dependo.49	Apodemus_sylvaticus	Mammalia	Euarchontoglires	Rodentia	Muridae	Apodemus	Apodemus_sylvaticus	low_coverage	GCA_001305905.1	GCA_001305905.1_ASM130590v1_genomic.fa	LIPJ01001723.1	+	974835	977499	translation	368	780	1408	2664	419	754	98.568	0	1	1	0	2665	Dependoparvovirus	Rep78[dependo.XX-Apodemus_sylvaticus(+)]-VP[dependo.XX-Apodemus_sylvaticus(+)]-VP[dependo.XX-Apodemus_sylvaticus(+)]
dependo.50-Mastomys_coucha	dependo.50-muridae	50	dependo.50	Mastomys_coucha	Mammalia	Euarchontoglires	Rodentia	Muridae	Mastomys	Mastomys_coucha	low_coverage	UCSF_Mcou_1	GCF_008632895.1_UCSF_Mcou_1_genomic.fna	NW_022196899.1	-	7456561	7461071	translated-genome	129	455	387	1367	327	637	99.694	0	1	0	0	4511	Dependoparvovirus	VP[dependo.51-muridae(-)]-Rep78[dependo.XX-mastomys(-)]-Rep78[dependo.XX-mastomys(-)]
dependo.50-Mus_musculus	dependo.50-muridae	50	dependo.50	Mus_musculus	Mammalia	Euarchontoglires	Rodentia	Muridae	Mus	Mus_musculus	complete	goldenpath_mm9	chr3.fa	chr3	-	12017000	12020696	Rep	1	307	1	921	307	609	99.023	0	1	0	0	3697	Dependoparvovirus	VP[dependo.51-muridae(-)]-Rep78[dependo.XX-mastomys(-)]
dependo.50-Mus_castaneus	dependo.50-muridae	50	dependo.50	Mus_castaneus	Mammalia	Euarchontoglires	Rodentia	Muridae	Mus	Mus_castaneus	low_coverage	REL-1509-EiJ	CAST_EiJ.chromosomes.unplaced.gt2k.fa	chr3	-	9432886	9436957	Rep	62	307	1	738	246	455	93.496	1.13	151	0	0	4072	Dependoparvovirus	VP[REF_Dependo_AAV5(-)]-Rep78[dependo.XX-mastomys(-)]
dependo.50-Mus_spicilegus	dependo.50-muridae	50	dependo.50	Mus_spicilegus	Mammalia	Euarchontoglires	Rodentia	Muridae	Mus	Mus_spicilegus	low_coverage	GCA_003336285.1_MUSP714	GCA_003336285.1_MUSP714_genomic.fna	QGOO01037474.1	-	8646673	8650344	Rep	130	307	387	920	178	341	96.629	4.23	167	0	0	3672	Dependoparvovirus	VP[dependo.51-muridae(-)]-VP[dependo.51-muridae(-)]-NS[dependo.13-cercopithecidae(-)]
dependo.50-Mus_pahari	dependo.50-muridae	50	dependo.50	Mus_pahari	Mammalia	Euarchontoglires	Rodentia	Muridae	Mus	Mus_pahari	low_coverage	REL-1509-EiJ	Pahari_EiJ.chromosomes.unplaced.gt2k.fa	chr4	-	7864965	7868343	Rep	25	151	1	381	127	204	85.827	1.34	111	0	0	3379	Dependoparvovirus	VP[dependo.51-muridae(-)]-Rep78[dependo.XX-mastomys(-)]-Rep78[dependo.XX-mastomys(-)]
dependo.50-Mus_spretus	dependo.50-muridae	50	dependo.50	Mus_spretus	Mammalia	Euarchontoglires	Rodentia	Muridae	Mus	Mus_spretus	low_coverage	SPRET_EiJ_v1	GCA_001624865.1_SPRET_EiJ_v1_genomic.fa	CM004095.1	-	13383378	13384479	translated-genome	950	1120	375	881	174	198	62.644	8.39	79	3	0	1102	Dependoparvovirus	VP[REF_Dependo_AAV5(-)]-VP[REF_Dependo_AAV5(-)]
dependo.54-Cavia_porcellus	dependo.54-cavia	54	dependo.54	Cavia_porcellus	Mammalia	Euarchontoglires	Rodentia	Caviidae	Cavia	Cavia_porcellus	low_coverage	goldenpath_cavPor3	cavPor3.fa	scaffold_28	+	20602822	20603648	Rep	1	177	1	534	178	350	97.191	1.14	125	1	0	827	Dependoparvovirus	NS[dependo.54-cavia(+)]
dependo.54-Cavia_tschudii	dependo.54-cavia	54	dependo.54	Cavia_tschudii	Mammalia	Euarchontoglires	Rodentia	Caviidae	Cavia	Cavia_tschudii	low_coverage	CavTsc_v1_BIUU	GCA_004027695.1_CavTsc_v1_BIUU_genomic.fna	PVKK010024510.1	-	7876	8702	Rep	1	177	1	534	178	350	97.191	1.14	125	1	0	827	Dependoparvovirus	NS[dependo.54-cavia(-)]
dependo.54-Cavia_aperea	dependo.54-cavia	54	dependo.54	Cavia_aperea	Mammalia	Euarchontoglires	Rodentia	Caviidae	Cavia	Cavia_aperea	low_coverage	CavAp1.0	GCA_000688575.1_CavAp1.0_genomic.fna	AVPZ01000211.1	+	20591520	20592110	Rep	1	196	1	588	197	307	79.188	7.46	110	2	0	591	Dependoparvovirus	NS[dependo.54-cavia(+)]
dependo.55-Mastomys_coucha	dependo.55-rodent	55	dependo.55	Mastomys_coucha	Mammalia	Euarchontoglires	Rodentia	Muridae	Mastomys	Mastomys_coucha	low_coverage	UCSF_Mcou_1	GCF_008632895.1_UCSF_Mcou_1_genomic.fna	NW_022196891.1	+	90026517	90026900	NK	1	128	1	384	128	259	100	6.22	93	0	0	384	Dependoparvovirus	NK[dependo.XX-Grammomys(+)]
dependo.55-Graphiurus_murinus	dependo.55-rodent	55	dependo.55	Graphiurus_murinus	Mammalia	Euarchontoglires	Rodentia	Gliridae	Graphiurus	Graphiurus_murinus	low_coverage	GraMur_v1_BIUU	GCF_004785775.1_NIH_TR_1.0_genomic.fna	NW_021604588.1	+	24678212	24678529	NK	2	107	1	318	106	156	73.585	1.17	52	0	0	318	Dependoparvovirus	NK[dependo.XX-Grammomys(+)]
dependo.55-Grammomys_surdaster	dependo.55-rodent	55	dependo.55	Grammomys_surdaster	Mammalia	Euarchontoglires	Rodentia	Muridae	Grammomys	Grammomys_surdaster	low_coverage	NIH_TR_1.0	GCF_004785775.1_NIH_TR_1.0_genomic.fna	NW_021604588.1	+	24678212	24678529	NK	2	107	1	318	106	156	73.585	1.17	52	0	0	318	Dependoparvovirus	NK[dependo.XX-Grammomys(+)]
dependo.55-Mus_caroli	dependo.55-rodent	55	dependo.55	Mus_caroli	Mammalia	Euarchontoglires	Rodentia	Muridae	Mus	Mus_caroli	low_coverage	REL-1509_EiJ	CAROLI_EiJ.chromosomes.unplaced.gt2k.fa	chr1	+	182539688	182540137	NK	29	107	226	450	79	89	60.759	2.21	25	2	0	450	Dependoparvovirus	NK[dependo.XX-Grammomys(+)]
dependo.55-Mus_spicilegus	dependo.55-rodent	55	dependo.55	Mus_spicilegus	Mammalia	Euarchontoglires	Rodentia	Muridae	Mus	Mus_spicilegus	low_coverage	GCA_003336285.1_MUSP714	GCA_003336285.1_MUSP714_genomic.fna	QGOO01037141.1	+	135307	135738	NK	29	116	172	432	91	88.2	56.044	4.33	25	3	0	432	Dependoparvovirus	NK[dependo.XX-Grammomys(+)]
dependo.56-Cavia_aperea	dependo.56-cavia	56	dependo.56	Cavia_aperea	Mammalia	Euarchontoglires	Rodentia	Caviidae	Cavia	Cavia_aperea	low_coverage	CavAp1.0	GCA_000688575.1_CavAp1.0_genomic.fna	AVPZ01000289.1	+	10616751	10618195	Rep	1	138	16	429	138	290	99.275	0	1	0	0	1445	Dependoparvovirus	NS[dependo.56-cavid(+)]
dependo.56-Cavia_tschudii	dependo.56-cavia	56	dependo.56	Cavia_tschudii	Mammalia	Euarchontoglires	Rodentia	Caviidae	Cavia	Cavia_tschudii	low_coverage	CavTsc_v1_BIUU	GCA_004027695.1_CavTsc_v1_BIUU_genomic.fna	PVKK010015625.1	+	15372	16816	Rep	1	138	16	429	138	290	99.275	0	1	0	0	1445	Dependoparvovirus	NS[dependo.56-cavid(+)]
dependo.56-Cavia_porcellus	dependo.56-cavia	56	dependo.56	Cavia_porcellus	Mammalia	Euarchontoglires	Rodentia	Caviidae	Cavia	Cavia_porcellus	low_coverage	goldenpath_cavPor3	cavPor3.fa	scaffold_35	+	10623727	10625171	Rep	1	138	16	429	138	290	99.275	0	1	0	0	1445	Dependoparvovirus	NS[dependo.56-cavid(+)]
dependo.58-Castor_canadensis	dependo.58-castor	58	dependo.58	Castor_canadensis	Mammalia	Euarchontoglires	Rodentia	Castoridae	Castor	Castor_canadensis	low_coverage	CasCan_v1	GCF_001984765.1_C.can_genome_v1.0_genomic.fna	NW_017878519.1	+	189079	190118	translation	1	346	1	1038	346	701	100	0	1	0	0	1040	Dependoparvovirus	Rep78[dependo.XX-castor(+)]
dependo.59-Myocastor_coypus	dependo.59-hystricomorpha	59	dependo.59	Myocastor_coypus	Mammalia	Euarchontoglires	Rodentia	Myocastoridae	Myocastor	Myocastor_coypus	low_coverage	MyoCoy_v1_BIUU	GCA_004027025.1_MyoCoy_v1_BIUU_genomic.fna	PVJA010007880.1	-	1058	2612	translation	1	518	1	1554	518	974	100	0	1	0	0	1555	Dependoparvovirus	NS[dependo.43-octodon(-)]
dependo.59-Cuniculus_paca	dependo.59-hystricomorpha	59	dependo.59	Cuniculus_paca	Mammalia	Euarchontoglires	Rodentia	Cuniculidae	Cuniculus	Cuniculus_paca	low_coverage	CunPac_v1_BIUU	GCA_004365215.1_CunPac_v1_BIUU_genomic.fna	RJWT010186605.1	-	1108	1971	translation	1	295	1	858	295	303	57.627	1.33	102	4	0	864	Dependoparvovirus	Rep78[dependo.XXY-Cuniculus(-)]
dependo.59-Dolichotis_patagonum	dependo.59-hystricomorpha	59	dependo.59	Dolichotis_patagonum	Mammalia	Euarchontoglires	Rodentia	Caviidae	Dolichotis	Dolichotis_patagonum	low_coverage	DolPat_v1	GCA_004027295.1_DolPat_v1_BIUU_genomic.fna	PVJX010010833.1	+	29207	29985	translation	1	216	1	579	216	216	56.481	1.47	81	5	0	779	Dependoparvovirus	Rep78[dependo.XXY-Cuniculus(+)]
dependo.59-Hystrix_cristata	dependo.59-hystricomorpha	59	dependo.59	Hystrix_cristata	Mammalia	Euarchontoglires	Rodentia	Hystricidae	Hystrix	Hystrix_cristata	low_coverage	HysCri_v1_BIUU	GCA_004026905.1_HysCri_v1_BIUU_genomic.fna	PVJO010016981.1	-	32075	32278	translation	45	112	1	204	68	89.4	60.294	1.16	24	0	0	204	Dependoparvovirus	NS[dependo.43-octodon(-)]
dependo.60-Muscardinus_avellanarius	dependo.60-muscardinus	60	dependo.60	Muscardinus_avellanarius	Mammalia	Euarchontoglires	Rodentia	Gliridae	Muscardinus	Muscardinus_avellanarius	low_coverage	MusAve_v1	GCA_004027005.1_MusAve_v1_BIUU_genomic.fna	PVJB01021184.1	-	1232	5689	translated-genome	1	1486	1	4458	1486	2729	100	0	1	0	0	4458	Dependoparvovirus	VP[dependo.XX-Muscardinus_avellanarius(-)]-VP[dependo.XX-Muscardinus_avellanarius(-)]-Rep78[dependo.XX-Muscardinus_avellanarius(-)]
dependo.61-Muscardinus_avellanarius	dependo.61-muscardinus	61	dependo.61	Muscardinus_avellanarius	Mammalia	Euarchontoglires	Rodentia	Gliridae	Muscardinus	Muscardinus_avellanarius	low_coverage	MusAve_v1	GCA_004027005.1_MusAve_v1_BIUU_genomic.fna	PVJB01005101.1	+	12309	15501	translated-genome	1	1064	1	3192	1064	1814	100	0	1	0	0	3193	Dependoparvovirus	NK[dependo.XZX-Muscardinus(+)]-NK[dependo.XZX-Muscardinus(+)]-VP[dependo.XZX-Muscardinus(+)]-VP[dependo.XZX-Muscardinus(+)]
dependo.62-Muscardinus_avellanarius	dependo.62-muscardinus	62	dependo.62	Muscardinus_avellanarius	Mammalia	Euarchontoglires	Rodentia	Gliridae	Muscardinus	Muscardinus_avellanarius	low_coverage	MusAve_v1	GCA_004027005.1_MusAve_v1_BIUU_genomic.fna	PVJB01014004.1	+	35027	38959	translated-genome	1	1311	1	3933	1311	2253	100	0	1	0	0	3933	Dependoparvovirus	Rep78[dependo.XX-muscardinus(+)]-Rep78[dependo.XX-muscardinus(+)]-VP[dependo.XX-muscardinus(+)]-VP[dependo.XX-muscardinus(+)]-VP[dependo.XX-muscardinus(+)]
dependo.75-Apodemus_sylvaticus	dependo.75-apodemus	75	dependo.75	Apodemus_sylvaticus	Mammalia	Euarchontoglires	Rodentia	Muridae	Apodemus	Apodemus_sylvaticus	low_coverage	GCA_001305905.1	GCA_001305905.1_ASM130590v1_genomic.fa	LIPJ01228352.1	+	697	963	translation	1	89	1	267	89	179	100	8.87	63	0	0	267	Dependoparvovirus	VP[dependo.51-muridae(+)]
dependo.75-Apodemus_speciosus	dependo.75-apodemus	75	dependo.75	Apodemus_speciosus	Mammalia	Euarchontoglires	Rodentia	Muridae	Apodemus	Apodemus_speciosus	low_coverage	Aspe_assembly01	GCA_002335545.1_Aspe_assembly01_genomic.fna	BDUI01022190.1	-	13702	14144	translation	35	89	70	234	55	100	87.273	1.43	30	0	0	443	Dependoparvovirus	VP[dependo.51-muridae(-)]
dependo.76-Peromyscus_maniculatus	dependo.76-cricetidae	76	dependo.76	Peromyscus_maniculatus_bairdii	Mammalia	Euarchontoglires	Rodentia	Cricetidae	Peromyscus	Peromyscus_maniculatus_bairdii	low_coverage	1	230844_ref_Pman_1.0_chrUn.fa	gi|586829182|ref|NW_006501254.1|	-	2428427	2428726	translation	1	100	1	300	100	206	100	9.58	73	0	0	300	Dependoparvovirus	Rep78[dependo.XX-Neotoma_lepida(-)]
dependo.76-Peromyscus_polionotus	dependo.76-cricetidae	76	dependo.76	Peromyscus_polionotus_subgriseus	Mammalia	Euarchontoglires	Rodentia	Cricetidae	Peromyscus	Peromyscus_polionotus_subgriseus	low_coverage	HU_Ppol_1.3	GCA_003704135.1_HU_Ppol_1.3_genomic.fna	CM010907.1	+	12932655	12932954	translation	1	100	1	300	100	202	98	2.7	71	0	0	300	Dependoparvovirus	Rep78[dependo.XX-Neotoma_lepida(+)]
dependo.76-Neotoma_lepida	dependo.76-cricetidae	76	dependo.76	Neotoma_lepida	Mammalia	Euarchontoglires	Rodentia	Cricetidae	Neotoma	Neotoma_lepida	low_coverage	ASM167557v1	GCA_001675575.1_ASM167557v1_genomic.fna	LZPO01075233.1	+	1966	2550	translation	1	87	148	408	87	150	85.057	2.05	49	0	0	585	Dependoparvovirus	Rep78[dependo.XX-Neotoma_lepida(+)]
dependo.76-Onychomys_torridus	dependo.76-cricetidae	76	dependo.76	Onychomys_torridus	Mammalia	Euarchontoglires	Rodentia	Cricetidae	Onychomys	Onychomys_torridus	low_coverage	OnyTor_v1_BIUU	GCA_004026725.1_OnyTor_v1_BIUU_genomic.fna	PVIT010004661.1	-	936	1244	translation	1	52	154	309	52	90.5	84.615	4.35	27	0	0	309	Dependoparvovirus	Rep78[dependo.XX-Neotoma_lepida(-)]
dependo.76-Sigmodon_hispidus	dependo.76-cricetidae	76	dependo.76	Sigmodon_hispidus	Mammalia	Euarchontoglires	Rodentia	Cricetidae	Sigmodon	Sigmodon_hispidus	low_coverage	SigHis_v1	GCA_004025045.1_SigHis_v1_BIUU_genomic.fna	PVIH01006900.1	-	4873	5175	translation	16	100	1	255	85	86.7	64.706	1.33	25	0	0	303	Dependoparvovirus	Rep78[dependo.XX-Neotoma_lepida(-)]
dependo.76-Sigmodon_hispidus	dependo.76-cricetidae	76	dependo.76	Sigmodon_hispidus	Mammalia	Euarchontoglires	Rodentia	Cricetidae	Sigmodon	Sigmodon_hispidus	low_coverage	SigHis_v1	GCA_004025045.1_SigHis_v1_BIUU_genomic.fna	PVIH01016885.1	-	34599	34847	translation	2	52	97	249	51	75.5	68.627	1.7	21	0	0	249	Dependoparvovirus	Rep78[dependo.XX-Neotoma_lepida(-)]
dependo.76-Mesocricetus_auratus	dependo.76-cricetidae	76	dependo.76	Mesocricetus_auratus	Mammalia	Euarchontoglires	Rodentia	Cricetidae	Mesocricetus	Mesocricetus_auratus	low_coverage	broad_1.1_april_2013	Mesocricetus_unplaced.scaf.fa_21.fa	gi|472278377|gb|KB708216.1|	+	1569487	1569927	translation	27	62	182	289	36	52.8	69.444	1.88	23	0	0	441	Dependoparvovirus	NK[dependo.XX-Cricetulus(+)]
dependo.86-Micronycteris_hirsuta	dependo.86-Phyllostomidae	86	dependo.86	Micronycteris_hirsuta	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Micronycteris	Micronycteris_hirsuta	low_coverage	MicHir_v1	GCA_004026765.1_MicHir_v1_BIUU_genomic.fna	PVJI01007531.1	-	43352	46501	translated-genome	277	585	687	1613	309	641	100	0	1	0	0	3150	Dependoparvovirus	VP[dependo.XX-desmodus(-)]-NS[dependo.40-phyllostomidae(-)]
dependo.86-Desmodus_rotundus	dependo.86-Phyllostomidae	86	dependo.86	Desmodus_rotundus	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Desmodus	Desmodus_rotundus	low_coverage	GCA_002940915	GCA_002940915.1_ASM294091v1_genomic.fna	KZ672090.1	-	34938448	34942308	translated-genome	677	1034	2749	3861	371	531	76.55	0	1	7	0	3861	Dependoparvovirus	VP[dependo.1-whippomorpha(-)]-NS[dependo.32-chiroptera(-)]
dependo.86-Phyllostomus_discolor	dependo.86-phyllostomidae	86	dependo.86	Phyllostomus_discolor	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Phyllostomus	Phyllostomus_discolor	low_coverage	mPhyDis1_v1	GCA_004115245.1_mPhyDis1_v1.h_genomic.fna	RXPB01000259.1	+	5470	8475	translated-genome	743	1203	1615	3006	474	511	62.658	0	1	5	0	3006	Dependoparvovirus	NS[dependo.86-chiroptera(+)]-VP[dependo.1-whippomorpha(+)]
dependo.86-Macrotus_californicus	dependo.86-phyllostomidae	86	dependo.86	Macrotus_californicus	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Macrotus	Macrotus_californicus	low_coverage	MacCal_v1_BIUU	GCA_007922815.1_MacCal_v1_BIUU_genomic.fna	VMDR010053493.1	-	1038	3744	translated-genome	594	1007	832	2091	421	509	69.834	0	1	5	0	2707	Dependoparvovirus	VP[dependo.4-rhinocerotidae(-)]-VP[dependo.1-whippomorpha(-)]-NS[dependo.40-phyllostomidae(-)]
dependo.86-Tonatia_saurophila	dependo.86-Phyllostomidae	86	dependo.86	Tonatia_saurophila	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Tonatia	Tonatia_saurophila	low_coverage	TonSau_v1_BIUU	GCA_004024845.1_TonSau_v1_BIUU_genomic.fna	PVIA01004114.1	-	121141	124165	translated-genome	96	497	22	1215	405	454	63.21	0	1	6	0	3025	Dependoparvovirus	VP[dependo.XX-desmodus(-)]-NS[dependo.40-phyllostomidae(-)]
dependo.86-Carollia_perspicillata	dependo.86-phyllostomidae	86	dependo.86	Carollia_perspicillata	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Carollia	Carollia_perspicillata	low_coverage	CarPer_v1_BIUU	GCA_004027735.1_CarPer_v1_BIUU_genomic.fna	PVKM010001441.1	-	554	4026	translated-genome	364	741	912	2036	378	427	72.487	1.77	180	1	0	3473	Dependoparvovirus	VP[dependo.4-rhinocerotidae(-)]-VP[dependo.28-daubentonia(-)]-NS[dependo.86-chiroptera(-)]
dependo.86-Micronycteris_hirsuta	dependo.86-phyllostomidae	86	dependo.86	Micronycteris_hirsuta	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Micronycteris	Micronycteris_hirsuta	low_coverage	MicHir_v1	GCA_004026765.1_MicHir_v1_BIUU_genomic.fna	PVJI01018904.1	-	13800	17595	translated-genome	812	1121	2587	3507	317	345	64.353	5.91	125	6	0	3796	Dependoparvovirus	VP[dependo.1-whippomorpha(-)]-VP[dependo.28-daubentonia(-)]-NS[dependo.4-rhinocerotidae(-)]
dependo.86-Anoura_caudifer	dependo.86-phyllostomidae	86	dependo.86	Anoura_caudifer	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Anoura	Anoura_caudifer	low_coverage	AnoCau_v1_BIUU	GCA_004027475.1_AnoCau_v1_BIUU_genomic.fna	PVKU01002692.1	-	189590	193100	translated-genome	1	208	7	636	211	345	81.991	0	1	2	0	3511	Dependoparvovirus	NK[dependo.XX-Carollia_perspicillata(-)]-VP[dependo.1-whippomorpha(-)]-NS[dependo.4-rhinocerotidae(-)]
dependo.86-Tonatia_saurophila	dependo.86-phyllostomidae	86	dependo.86	Tonatia_saurophila	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Tonatia	Tonatia_saurophila	low_coverage	TonSau_v1_BIUU	GCA_004024845.1_TonSau_v1_BIUU_genomic.fna	PVIA01000230.1	-	70846	74183	translated-genome	753	925	2198	2719	174	319	88.506	0	1	1	0	3338	Dependoparvovirus	VP[dependo.1-whippomorpha(-)]-NS[dependo.86-chiroptera(-)]-NS[dependo.4-rhinocerotidae(-)]
dependo.86-Phyllostomus_discolor	dependo.86-phyllostomidae	86	dependo.86	Phyllostomus_discolor	Mammalia	Laurasiatheria	Chiroptera	Phyllostomidae	Phyllostomus	Phyllostomus_discolor	low_coverage	mPhyDis1_v1	GCA_004115245.1_mPhyDis1_v1.h_genomic.fna	RXPB01006758.1	+	412191	412460	translated-genome	204	293	1	270	90	119	77.778	5.79	35	0	0	270	Dependoparvovirus	NS[dependo.28-daubentonia(+)]
dependo.87-Megaderma_lyra	dependo.87-megaderma	87	dependo.87	Megaderma_lyra	Mammalia	Laurasiatheria	Chiroptera	Megadermatidae	Megaderma	Megaderma_lyra	low_coverage	MegLyr_v1_BIUU	GCA_004026885.1_MegLyr_v1_BIUU_genomic.fna	PVJL010000011.1	-	334419	336723	VP	1	768	1	2304	768	1360	100	0	1	0	0	2305	Dependoparvovirus	Ns[dependo.XX-Megaderma_lyra(-)]-Ns[dependo.XX-Megaderma_lyra(-)]
dependo.88-Megaderma_lyra	dependo.88-megaderma	88	dependo.88	Megaderma_lyra	Mammalia	Laurasiatheria	Chiroptera	Megadermatidae	Megaderma	Megaderma_lyra	low_coverage	MegLyr_v1_BIUU	GCA_004026885.1_MegLyr_v1_BIUU_genomic.fna	PVJL010013950.1	+	14612	16090	translation	1	493	1	1479	493	917	100	0	1	0	0	1479	Dependoparvovirus	VP[Megaderma_lyra(+)]-VP[Megaderma_lyra(+)]
dependo.100-Cuniculus_paca	dependo.100-Cuniculus-paca	100	dependo.100	Cuniculus_paca	Mammalia	Euarchontoglires	Rodentia	Cuniculidae	Cuniculus	Cuniculus_paca	low_coverage	CunPac_v1_BIUU	GCA_004365215.1_CunPac_v1_BIUU_genomic.fna	RJWT010319855.1	+	1004	1654	VP	1	214	7	648	214	441	100	3.37	162	0	0	651	Dependoparvovirus	Rep78[dependo.XXY-Cuniculus(+)]
dependo.160-Gymnobelideus_leadbeateri	dependo.160-gymnobelideus	160	dependo.160	Gymnobelideus_leadbeateri	Mammalia	Unclassified	Diprotodontia	Petauridae	Gymnobelideus	Gymnobelideus_leadbeateri	low_coverage	LBP_v1_scaffolds	GCA_011680675.1_LBP_v1_genomic.fna	WOXC01008261.1	-	238713	242586	translated-genome	2	695	13	2103	708	1147	86.723	0	1	4	0	3874	Dependoparvovirus	VP[dependo.XX_Gymnobelideus(-)]-NS[REF_Dependo_AAV5(-)]
dependo.162-Macropus_eugenii	dependo.162-macropus	162	dependo.162	Macropus_eugenii	Mammalia	Unclassified	Diprotodontia	Macropodidae	Macropus	Macropus_eugenii	low_coverage	goldenpath_macEug2	macEug2.fa	GL111622	-	10412	10987	translation	1	192	1	576	192	380	100	5.03	139	0	0	576	Dependoparvovirus	VP[dependo.0-macropus(-)]
dependo.163-Macropus_eugenii	dependo.163-macropus	163	dependo.163	Macropus_eugenii	Mammalia	Unclassified	Diprotodontia	Macropodidae	Macropus	Macropus_eugenii	low_coverage	goldenpath_macEug2	macEug2.fa	GL155583	-	7173	9111	translation	1	221	1	663	221	446	100	1.31	153	0	0	1939	Dependoparvovirus	VP[dependo.XX-Macropus_eugenii(-)]-VP[dependo.XX-Macropus_eugenii(-)]
dependo.164-Macropus_eugenii	dependo.164-macropus	164	dependo.164	Macropus_eugenii	Mammalia	Unclassified	Diprotodontia	Macropodidae	Macropus	Macropus_eugenii	low_coverage	goldenpath_macEug2	macEug2.fa	GL137465	-	572	2239	translated-genome	64	230	1668	1117	190	106	42.105	4.19	84	6	0	1668	Dependoparvovirus	NK[dependo.XX-Macropus(+)]-NK[dependo.XX-Macropus(-)]
dependo.174-Pipistrellus_pipistrellus	dependo.174-PipPip	174	dependo.174	Pipistrellus_pipistrellus	Mammalia	Laurasiatheria	Chiroptera	Vespertilionidae	Pipistrellus	Pipistrellus_pipistrellus	low_coverage	PipPip_v1	GCA_004026625.1_PipPip_v1_BIUU_genomic.fna	PVIQ01000308.1	+	121789	125514	translated-genome	1	539	1	1617	539	1130	99.814	0	1	0	0	3726	Dependoparvovirus	VP[dependo.XX-Pipistrellus_pipistrellus(+)]
dependo.175-Procavia_capensis	dependo.175-procavia	175	dependo.175	Procavia_capensis	Mammalia	Afrotheria	Hyracoidea	Procaviidae	Procavia	Procavia_capensis	low_coverage	goldenpath_proCap1	proCap1.fa	scaffold_6934	+	37881	39623	VP	1	581	1	1743	581	1167	100	0	1	0	0	1743	Dependoparvovirus	Rep78[dependo.XX-Procavia_capensis(-)]-Rep78[dependo.XX-Procavia_capensis(+)]
dependo.175-Heterohyrax_brucei	dependo.175-procavia	175	dependo.175	Heterohyrax_brucei	Mammalia	Afrotheria	Hyracoidea	Procaviidae	Heterohyrax	Heterohyrax_brucei	low_coverage	HetBruBak_v1_BIUU	GCA_004026845.1_HetBruBak_v1_BIUU_genomic.fna	PVJQ01009692.1	+	20227	21970	VP	199	480	1148	303	282	509	92.553	0	1	0	0	1744	Dependoparvovirus	Rep78[dependo.XX-Heterohyrax_brucei(-)]-Rep78[dependo.XX-Heterohyrax_brucei(+)]
dependo.180-Rhinolophus_ferrumequinum	dependo.180-rhinolophus	180	dependo.180	Rhinolophus_ferrumequinum	Mammalia	Laurasiatheria	Chiroptera	Rhinolophidae	Rhinolophus	Rhinolophus_ferrumequinum	low_coverage	ncbi_AWHA00000000.1_2015-05	AWHA01.3.fsa_nt.fa	gi|539377818|gb|AWHA01212176.1|	+	1655	3726	translated-genome	710	1182	657	2072	487	538	67.146	0	1	8	0	2072	Dependoparvovirus	NK[dependo.XX-Rhinolophus(+)]
dependo.180-Rhinolophus_sinicus	dependo.180-rhinolophus	180	dependo.180	Rhinolophus_sinicus	Mammalia	Laurasiatheria	Chiroptera	Rhinolophidae	Rhinolophus	Rhinolophus_sinicus	low_coverage	ASM188883v1	GCF_001888835.1_ASM188883v1_genomic.fna	NW_017739534.1	+	3582	7150	translated-genome	457	718	1381	2172	264	410	87.5	0	1	1	0	3569	Dependoparvovirus	Rep78[dependo.XX-Rhinolophus(+)]
dependo.187-Glis_glis	dependo.187-Glis	187	dependo.187	Glis_glis	Mammalia	Euarchontoglires	Rodentia	Gliridae	Glis	Glis_glis	low_coverage	GliGli_v1	GCA_004027185.1_GliGli_v1_BIUU_genomic.fna	PVJS01024767.1	+	17725	18784	translation	1	353	1	1059	353	682	100	0	1	0	0	1060	Dependoparvovirus	Rep78[dependo.XX-glis(+)]
dependo.190-Sarcophilus_harrisii	dependo.190-sarcophilus	190	dependo.190	Sarcophilus_harrisii	Mammalia	Unclassified	Dasyuromorphia	Dasyuridae	Sarcophilus	Sarcophilus_harrisii	complete	goldenpath_sarHar1	sarHar1.fa_6.fa	chr5_GL861700_random	+	1041831	1043041	Rep	1	403	1	1209	403	729	100	0	1	0	0	1211	Dependoparvovirus	NS[REF_Dependo_MDPV(+)]
